348194,4.31293e-05,8.98544e-05,-0.102013,6.13189e-06,1.48749e-06,6.28295,0.00032367,0.00104403,-1.21294,0.0076965,0.00202495,-0.00180348,
351526,4.52474e-05,9.54491e-05,-0.106095,5.1848e-05,1.38932e-05,6.28294,0.0011555,0.00273805,-1.24516,0.0237601,0.0065534,-0.00541461,
354858,5.01359e-05,0.000106693,-0.110284,0.000151087,4.13894e-05,6.28292,0.00198619,0.00443621,-1.27737,0.0397923,0.0110514,-0.00903313,
358190,5.77899e-05,0.000123603,-0.114581,0.000303458,8.37003e-05,6.28288,0.00281482,0.00614184,-1.30948,0.0554173,0.0153969,-0.0126591,
361522,6.82014e-05,0.000146209,-0.118984,0.000507079,0.000140221,6.28283,0.00364047,0.0078582,-1.34148,0.0705409,0.0194984,-0.0162703,
364854,8.11616e-05,0.000174654,-0.123493,0.000759164,0.000209698,6.28278,0.00398731,0.00983754,-1.37227,0.0832107,0.0226119,-0.0197993,
368186,9.42828e-05,0.000210233,-0.128103,0.0010499,0.000288011,6.28271,0.00385465,0.0120826,-1.40193,0.0936773,0.0248593,-0.0232314,
371518,0.000106956,0.000253316,-0.132811,0.00137415,0.000373441,6.28262,0.00371701,0.0143464,-1.43142,0.103267,0.0268017,-0.0266193,
374850,0.000119164,0.000303966,-0.137617,0.00172877,0.000464931,6.28253,0.00357405,0.0166306,-1.46067,0.111634,0.0284088,-0.0299851,
378182,0.000130888,0.000362256,-0.14252,0.00211062,0.000561627,6.28243,0.00342539,0.0189371,-1.48981,0.119344,0.0298024,-0.0332993,
381514,0.00014211,0.00042826,-0.147521,0.00251729,0.000662854,6.28231,0.00327072,0.0212678,-1.51891,0.126583,0.0311658,-0.0365619,
384846,0.000152809,0.000502061,-0.152618,0.0029472,0.000768624,6.28219,0.00310981,0.0236238,-1.54792,0.133134,0.0324682,-0.0397656,
388178,0.000162963,0.000583746,-0.157812,0.00339868,0.00087895,6.28205,0.00294232,0.0260068,-1.57695,0.139402,0.0338014,-0.0428882,
391510,0.000172551,0.000673406,-0.163102,0.00387071,0.000993766,6.2819,0.00276795,0.0284183,-1.60603,0.145576,0.0351652,-0.0459297,
394842,0.000181549,0.000771138,-0.16849,0.00436289,0.00111347,6.28175,0.00258646,0.0308594,-1.63512,0.150677,0.0361898,-0.0487818,
398174,0.000189933,0.000877042,-0.173975,0.00486835,0.00123424,6.28158,0.00239756,0.0333314,-1.66426,0.153466,0.0357386,-0.0511913,
401506,0.000197678,0.000991222,-0.179556,0.00538288,0.00135371,6.28141,0.00220129,0.0358351,-1.69345,0.156224,0.035379,-0.0535491,
404838,0.00020476,0.00111378,-0.185236,0.00590634,0.00147219,6.28123,0.00199779,0.0383707,-1.72264,0.158794,0.0350805,-0.0558184,
408170,0.000211156,0.00124484,-0.191012,0.00643843,0.00158997,6.28104,0.00178725,0.0409384,-1.75174,0.161332,0.0348737,-0.0579919,
411502,0.000216841,0.00138448,-0.196885,0.00697876,0.00170729,6.28085,0.00156976,0.0435384,-1.78075,0.163839,0.0347586,-0.0600695,
414834,0.000221656,0.00153258,-0.202854,0.00752718,0.00182445,6.28064,0.00101816,0.0455634,-1.80817,0.166127,0.034674,-0.0620512,
418166,0.000223944,0.0016862,-0.208911,0.00808316,0.00194152,6.28044,0.00013246,0.0470137,-1.83403,0.168352,0.0346507,-0.0639445,
421498,0.000223272,0.0018447,-0.215054,0.00864638,0.0020588,6.28022,-0.000760067,0.0484977,-1.85981,0.170514,0.0346884,-0.0657492,
424830,0.000219618,0.00200818,-0.221283,0.00921678,0.00217639,6.28,-0.00165871,0.0500127,-1.88518,0.172614,0.0347263,-0.0674508,
428162,0.000212963,0.00217674,-0.227595,0.00979371,0.00229428,6.27978,-0.00256212,0.0515533,-1.90956,0.174275,0.0347643,-0.0690343,
431494,0.000203293,0.00235046,-0.233987,0.0103755,0.0024124,6.27955,-0.00347007,0.0531187,-1.93295,0.175592,0.0347108,-0.070522,
434826,0.000190592,0.00252943,-0.240456,0.0109612,0.0025303,6.27931,-0.0043819,0.0547062,-1.95519,0.176121,0.0337146,-0.0716847,
438158,0.000174848,0.00271372,-0.246998,0.0115465,0.00264108,6.27907,-0.00529769,0.0563168,-1.97645,0.175322,0.0302863,-0.0721599,
441490,0.000156049,0.0029034,-0.253609,0.0121288,0.00274038,6.27883,-0.00621666,0.057949,-1.99673,0.174241,0.0267054,-0.0725245,
444822,0.000134185,0.00309855,-0.260286,0.0127068,0.00282799,6.27859,-0.0071376,0.0595999,-2.0159,0.17269,0.0231551,-0.0727489,
448154,0.00010925,0.00329922,-0.267026,0.0132793,0.00290368,6.27835,-0.00806021,0.0612705,-2.03415,0.170888,0.0196047,-0.0728405,
451486,8.12394e-05,0.00350547,-0.273826,0.0138456,0.00296799,6.27811,-0.00898376,0.0629596,-2.0515,0.16893,0.0161459,-0.0728215,
454818,5.01517e-05,0.00371738,-0.280682,0.014405,0.00302113,6.27787,-0.00990722,0.0646645,-2.06785,0.166627,0.0129005,-0.0726475,
458150,1.5987e-05,0.00393499,-0.287592,0.0149563,0.00306367,6.27763,-0.0108305,0.0663863,-2.08338,0.164073,0.00983811,-0.072385,
461482,-2.12532e-05,0.00415836,-0.294552,0.0154989,0.00309642,6.27738,-0.011753,0.068124,-2.09811,0.161363,0.00686718,-0.0720119,
464814,-6.15653e-05,0.00438753,-0.301561,0.0160324,0.00311961,6.27715,-0.012674,0.0698749,-2.11196,0.158496,0.00410974,-0.071528,
468146,-0.000104945,0.00462256,-0.308614,0.0165595,0.00313095,6.27691,-0.0135935,0.0716407,-2.12511,0.158348,-0.000777618,-0.0708415,
471478,-0.000151385,0.00486348,-0.315711,0.0170861,0.00312627,6.27667,-0.0145109,0.0734212,-2.13761,0.158043,-0.0056345,-0.0700591,
474810,-0.000200879,0.00511036,-0.322848,0.0176115,0.00310571,6.27644,-0.0154253,0.0752149,-2.14941,0.157551,-0.0103084,-0.0691291,
478142,-0.000253415,0.00536323,-0.330024,0.0181347,0.00306957,6.27621,-0.0163365,0.0770235,-2.16065,0.156714,-0.0148908,-0.0681327,
