Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
16002763,43.62735,-0.04435484,-4.992247,0.005848602,-0.3140373,0.004214553,4.80342,0.01240102,-0.006591769,0.002307863,0.0006174433,-0.0002909758
17002363,48.49474,-0.6963765,-4.985128,0.3146769,-0.3132992,0.0282082,4.841612,-0.9790903,0.01198399,-0.02208524,0.0008124704,0.08527223
18001963,53.36492,-1.514451,-4.980465,0.334662,-0.3535854,0.1232842,4.871083,-0.5424478,-0.01025567,0.0334266,-0.002037502,0.05748485
19002396,58.28759,-1.845639,-4.985772,0.345742,-0.3606542,0.145958,4.893701,-0.02726229,-0.01547561,0.01174198,-0.002589,0.005830234
20001996,63.22234,-1.747998,-4.991744,0.3431295,-0.3600654,0.1439508,4.910352,0.2629715,-0.01014391,-0.003025308,0.005162638,-0.01938506
21002429,68.17841,-1.023391,-5.002656,0.06038107,-0.3234687,0.1106989,4.908258,1.430238,-0.03264958,-0.2888003,0.03498638,-0.08697983
22002029,73.12759,0.2365054,-5.009132,0.0197321,-0.3133191,6.269874,4.90813,1.048986,0.005402544,-0.06020493,-0.002180466,-0.09771843
23002462,78.07781,0.9932878,-5.003917,0.005491176,-0.3160459,6.206666,4.915574,0.4239267,0.004200574,-0.01024652,-0.001127544,-0.03844836
24002062,83.00034,1.197914,-5.000155,0.01084346,-0.3183708,6.184285,4.928088,0.005090363,0.002716478,0.007668295,0.001320846,-0.002723075
25002495,87.92295,1.068266,-5.006866,0.001791549,-0.244036,6.191305,4.813754,-0.2060611,-0.04065008,-0.02730642,0.1790093,0.001888185
26002095,92.33978,0.7695326,-5.071624,-0.001139984,-0.1570833,6.188115,3.935216,-0.3110473,-0.08197247,0.0002535401,0.08982109,6.127715e-05
27002528,95.78811,0.4256226,-5.152757,-0.004608896,-0.06178031,6.189455,2.822236,-0.3123701,-0.07252005,0.0007953076,0.1078589,0.001027724
28002128,97.99931,0.136135,-5.209326,0.000202633,0.07741083,6.188887,1.414723,-0.2214715,-0.03989541,0.01663828,0.1262043,0.001915742
29002561,98.77062,-0.001086977,-5.234445,0.002277938,0.0697027,6.189154,0.1660994,-0.06501128,0.04878655,-0.0009759731,-0.05913875,0.0004503963
30002161,98.7336,-0.0217341,-4.913936,-0.001565705,0.02838548,6.189333,-0.2061161,-0.0003783834,0.5428262,-0.003057484,-0.04429121,6.34004e-05
31002594,98.52879,-0.03292749,-4.378318,-0.0005021558,-0.0007285554,6.188837,-0.1829009,0.0122236,0.5077466,0.003893654,-0.02266256,0.00134009
32002194,98.4149,-0.07294925,-3.877388,0.003636196,-0.004482579,6.18837,-0.07238828,0.02511153,0.4878201,0.01558863,-0.002295742,0.00286705
33002627,98.39597,-0.1175768,-3.378116,0.006534468,-0.001386377,6.188541,-0.01355087,0.06313451,0.4882298,0.003801762,0.01093541,0.00371606
34002227,98.41376,-0.1403359,-2.958142,0.005566024,0.003599685,6.188099,-0.07025339,0.1032497,-0.1299042,-0.004785497,0.003449751,0.0008482701
35002660,98.40996,-0.1436772,-2.962215,0.004643002,0.003750927,6.186246,-0.0559603,0.09211915,0.00416562,0.0008917814,0.0007738661,0.001032457
36002260,98.41157,-0.1472941,-2.953823,0.004384128,0.003638153,6.185071,-0.05530638,0.08549386,0.004324206,0.000840595,0.0007517216,0.0009365491
37002693,98.41133,-0.1508586,-2.934614,0.004212556,0.003588013,6.183911,-0.05584639,0.08036802,0.005573793,0.0009389967,0.0007241782,0.0007949364
38002293,98.41084,-0.154036,-2.920151,0.004081415,0.00353642,6.183194,-0.05590299,0.0763383,0.006246936,0.000786694,0.0008070808,0.0008059513
39002726,98.41129,-0.1564357,-2.911288,0.003971571,0.003505431,6.182863,-0.05488336,0.07342594,0.006235717,0.0007868354,0.0007745867,0.0006638233
