Time_us,accel_x,accel_y,accel_z,angl_accel_x,angl_accel_y,angl_accel_z
18222708,0.0999219185513386,-4.01619497069286,-0.156509932276065,0.00225844797918482,-0.00811225317129167,0.00855727900343298
18225207,-0.22921617771074,-3.94238983756993,-0.000104954016734538,-0.00981394066293071,-0.0014371205068828,-0.0238342085481396
18227706,0.229075641811906,-3.95312066193542,0.00394780833951232,0.00221493677471119,-0.00208508171269826,0.0151644217039564
18230205,0.05700278569549,-3.55133011561353,-0.131545142195024,0.017585505879017,-0.00339055518808817,-0.0227045809470999
18232704,0.20643784390878,-3.88492950761666,-0.0255171434977592,0.0235029616913416,-0.00163250844872608,0.0197282948765582
18235203,0.213209805208934,-3.7350066924986,-0.108331166040542,0.0303088740229401,0.0129050712818312,-0.0101022381333096
18237702,0.121599576280792,-3.89178487587347,0.128104109591853,0.00983258825530203,0.00455878537380238,0.0213110596591388
18240201,0.0513988870745101,-3.62080819998739,0.127041600630789,-0.0014182266339857,0.0132979356825917,-0.0281621531159671
18242700,0.0195499525317921,-4.10681638734511,-0.0723851162204702,0.00659885764972584,0.00701073691508527,0.00881691763566313
18245199,0.340137546974692,-3.85240551730737,-0.0529297964848461,-0.00393391079098126,0.015355821698331,-0.0181318680452752
18247698,0.0386482747766999,-3.85850959568781,0.0972775168012268,-0.00703501475256595,-0.00251099142658384,0.0229118813111321
18250197,-0.0337842466359725,-3.72891240191869,0.159216679427938,-0.083683267038402,-0.0752025228540829,-0.0246411939024751
18252696,-0.0449801326707892,-4.01300964590702,0.0159228425544231,-0.0725344206965328,-0.0757924944100387,0.0119337147609841
18255195,0.26670001932869,-4.01759644481181,0.0518223800944107,-0.0692089568076439,-0.0601159658699576,-0.0297292430087862
18257694,0.26802049403416,-4.18608891095124,0.105572887632512,-0.0569936240078529,-0.0515217893469906,0.00815073906394062
18260193,0.0788207086243091,-3.59504049449882,-0.21295935598406,-0.0335013004717808,-0.0336703509149782,-0.0256035959066113
18262692,0.10465646496928,-3.95009819655611,0.0310226035362137,-0.0323216029527719,-0.0400270173448829,0.00854184116821535
18265191,0.126877171768385,-3.85506809267299,-0.119351869253843,-0.0136781146841339,-0.00975906187636515,-0.0341757236810548
18267690,-0.130511644693545,-3.9951037619241,0.0226176304566004,-0.0156739595420766,-0.0308262519203806,0.00958369466628113
18270189,-0.0913698331368402,-3.54444921931962,0.0172322771368761,0.0847813513938828,0.0670546734666999,-0.0048398256883324
18272688,0.0195296468735875,-4.0771788856674,0.0295073830911564,0.131809399244615,-0.0279143824195739,0.0221100133770982
18275187,0.0868493671730734,-3.76591952322679,-0.122253077505195,0.134837283811773,0.00713899833772551,-0.00521581527769399
18277686,0.101127232924524,-3.91544092902391,0.0670618239854516,0.0913126215301994,-0.0202042762367683,0.0244302107193677
18280185,0.053337257384334,-3.62282267782218,0.0154864930191709,0.0710830477140077,-0.00044692045212294,-0.00504279970146441
18282684,0.0607515949207651,-3.98218433202849,-0.111100276261339,0.0599550701563199,-0.0235290145350873,0.0275605952798586
18285183,0.0208170825573725,-3.75903058849902,0.0228937939978722,-0.0250217491729993,-0.0623396725562272,0.00378618620270119
18287682,0.0731013843991369,-3.87099427004743,0.306206547987877,-0.0811464091952651,-0.0200507015528346,0.0138502224970255
18290181,-0.0279431889516672,-3.89615600031293,-0.0865903252114898,-0.0950019319210197,0.0166844773920396,-0.0103011134506864
18292680,0.169768462634759,-3.8696540275152,-0.288586234334084,-0.148914665122585,0.0674925752487689,0.0232758230306981
18295179,0.164137744054552,-3.9546366793164,0.0204027172728403,-0.150824832159372,0.093450628876888,-0.0223869012922938
18297678,0.166557786819215,-4.07917383568834,0.138301191243342,-0.123312546355053,0.0522672693563173,0.00744090826819421
18300177,0.0232625147878718,-3.8035398727587,-0.0907180255071074,-0.0933801918332482,0.078556725209616,-0.00954526606486999
18302676,0.136726920768573,-3.83446012451749,-0.019308974986369,-0.0887691991661813,0.0453866460092791,0.0180786472304455
18305175,0.132722707595757,-3.86762058319922,-0.0696125360177499,0.0128713704932679,-0.0114263916784524,-0.02096681711215
18307674,0.227562928648246,-3.98664912975722,-0.0392518476999684,0.00256250976898039,-0.0401266698312773,0.00641451958919598
18310173,-0.0216733548564851,-3.61555978128391,0.0191252779293454,0.0456838323279972,-0.0380147654087418,-0.0178097463471769
18312672,0.0525043580421176,-3.78332798797269,0.0976700102522719,0.00753053585608037,-0.0429206563241742,0.0139756093917826
18315171,0.12825032263156,-4.00178127850743,-0.124781118393675,0.102327477084158,-0.0909357128060242,-0.0020461476875195
18317670,0.205083312011032,-3.89328080144684,-0.0425325854784744,0.076566782663059,-0.1008604243322,0.0107772404610698
18320169,0.0722815094424449,-3.82012687851541,-0.0439199154578336,0.088803366546611,-0.0593396664893341,-0.0242775901411651
18322668,0.042613451790475,-4.07153917275673,-0.0102644789925167,0.0482232814892579,-0.071040203742034,0.000191092828685027
18325167,0.202075578587218,-3.63672601617824,-0.185752825967515,0.056362487098167,-0.0320641465931783,-0.0192767750784751
18327666,0.207046443106321,-3.91517220179366,0.0756542507394877,0.0281527814459101,-0.051887395809863,0.0169041413647659
18330165,-0.0417746353913409,-3.77865935143011,0.247624275608772,0.0244252709584048,-0.00201017042318857,-0.0125320407615324
18332664,0.0116446424562295,-3.92303753641164,0.0308650604080046,-0.130004282732936,0.0979156089772277,0.00847555445333568
18335163,0.109842734069823,-3.75396024375985,-0.0464957783665622,-0.112770019330911,0.132579039534781,-0.0185734566010847
18337662,0.0698783399221446,-3.9884113263819,-0.0294473748053815,-0.0968963410596052,0.0868423157022522,0.00831236655484263
18340161,0.110172142609659,-3.62570068763604,-0.0604826612216821,-0.0699512275075193,0.12217862130649,-0.0225702195796088
18342660,0.00218894811685098,-4.05990770191061,0.0435312081934936,-0.0731474890921523,0.069835533135894,0.000779487433194392
18345159,0.261658955564741,-3.85295991071808,0.0566559519278022,-0.0269942572027363,0.0698598131365611,-0.0218609553372453
18347658,0.111011893710153,-3.87266709742848,-0.0967108164553998,0.01730981643165,0.102102547238127,0.00680953311460505
18350157,0.172351644087994,-3.76659421351798,-0.329761306878013,0.0679639648610101,-0.0407263320677717,-0.0173018546705058
18352656,0.0823783880525882,-4.09161234996055,0.0244257098700271,0.0907176471555269,0.00184692593135232,-0.00381282280462305
18355155,0.180714436482091,-3.86672710882857,0.129451533206813,0.124492306372545,-0.00452462403930182,-0.0289825581587615
18357654,-0.0384963857401216,-4.24953942387599,0.0959661343854442,0.140434812023065,-0.0736136656722102,0.0110022469267958
18360153,0.0812463579516537,-3.89101522828413,-0.0397690380151619,0.156737309868868,-0.0646022463741585,-0.00654347414162993
18362652,0.156494331376303,-3.88343084531361,-0.078648131959873,0.110422042205141,-0.0615849689028371,0.0173272206629564
18365151,0.325767442266167,-3.57696421130078,0.103154696748601,0.103434329550117,-0.0560649981358476,0.00777314169462754
18367650,0.131708786972314,-3.94036365746211,0.0618629717088078,0.0780824064908578,-0.0441210304127761,0.022442143492088
18370149,0.194913669694755,-3.49680619770407,-0.0228091661529838,0.0467224761620623,-0.0235221184706679,-0.0159958932759489
18372648,0.0143386631503596,-4.13485001802472,0.15242246560588,-0.0315815756535834,0.035708911482903,-0.00409436353091313
18375147,0.159793720017994,-3.80652348046797,-0.170044978851843,-0.0558511751100307,0.0749138513318386,-0.0287918794539459
18377646,0.0287986334574462,-4.07704256903925,-0.0623227165982812,-0.109664996403478,-0.0216963307932637,0.0153509470301708
18380145,-0.0218051358850717,-3.61939868093025,0.141396177467497,-0.122360521940359,-0.00881182914127101,-0.0135760834153377
18382644,0.234159353533449,-3.91927449048339,0.0489529012612408,-0.0883781616962636,-0.0355546600466306,0.0149198049966908
18385143,0.113470994129883,-3.99951966831544,0.0294507651335902,-0.0798343668816728,-0.0128911131862217,0.00331546205618172
18387642,0.206011176122912,-4.01878517744314,-0.0678104394554439,-0.0513486532328827,-0.023982157504615,0.0146082478471644
18390141,-0.00353846650226756,-3.5983310106764,-0.0777118892459259,-0.0370008193159846,0.0134784966687176,-0.0105656895311177
18392640,0.0592190547216283,-3.96899368437127,0.249464689932077,-0.0359043343653372,-0.0111381073989071,0.0131544849386683
18395139,0.453261667669335,-3.8714688038587,0.226970437187438,-0.00285831990288791,0.00746105474628213,-0.00012364651391189
18397638,0.0657897514385235,-3.82791773157869,-0.063019065195102,-0.0180286733809463,-0.0167440260703751,0.0149443697259164
18400137,0.166233576481642,-3.88979045742057,0.00964893315957615,0.0761057240330364,0.080850764565251,0.00381430751780376
18402636,0.090427035763737,-3.95067642872312,-0.223500889547229,0.0485015663865503,0.0481899904328218,0.019664037483213
18405135,0.17321078238483,-3.78648231422,0.0921813625344781,0.0449758533513368,0.0626493631655803,-0.00706023323173809
18407634,-0.00102478767823296,-3.74578245972773,0.0426241000454571,0.0281023355142034,0.0358678502604205,0.0202505897241095
18410133,0.100011963914953,-3.80062745894,0.0483784222045756,0.0405768310190717,0.0416487494904457,-0.0100986645042459
18412632,-0.0842562715032718,-3.91267969262765,0.0236514679199106,0.0940679628200416,-0.0468376465088743,0.00533944409566602
18415131,0.437621951888421,-3.72489313707235,-0.0119526187016861,0.0874289858892706,-0.0375491933716203,-0.013101950582203
18417630,0.0225253925421878,-3.82022789646106,-0.0457409036231067,0.0747709865295275,-0.0457821133032587,0.0131977813005458
18420129,0.232859473063438,-3.59671059316005,-0.0148459907242235,0.0578104780161232,-0.021659417863752,-0.018975591708654
18422628,0.0167181744714024,-3.97229714175335,0.0566407801293442,0.0556161084449614,-0.0342226684966703,-0.00373630183937369
18425127,0.414315601813876,-3.74278218724198,-0.178524849716986,0.0322237463934779,-0.0222428411790782,-0.0337004809376774
18427626,-0.230105504681553,-4.21675333270125,0.0307831677934992,0.0292673374365607,-0.0323295435156783,0.000356187166226783
18430125,0.383983758680285,-3.7623625955735,0.0707645142301656,-0.0265562481343278,-0.00300550207877312,-0.0306374882305942
18432624,0.133367756324556,-3.86298815604221,0.0255240087591279,-0.0721700451780695,0.0431671929521565,0.00297528534530516
18435123,0.27266306821044,-3.6695207425108,0.16019156207768,-0.106907934593997,0.0630898377574972,-0.0129290822384858
18437622,-0.0102396486300285,-3.91127985112882,-0.0459381707205255,-0.0612137165366147,0.0382151678351105,0.00375657392740433
18440121,-0.0480551681858052,-3.79184491940992,0.0153410365908397,-0.0688410648159251,0.0509206402217302,-0.00740529967536886
18442620,0.0798851167178908,-3.93801586822946,-0.0592871575402854,-0.027486079168337,0.0212483602087283,0.0151465903172917
18445119,0.454378632662138,-3.79706127806143,-0.0123775886695902,-0.022160772445649,0.0254590205091814,-0.00439067829348194
18447618,0.166972671476297,-3.79714333380206,0.0247621854928121,-0.007860163198618,0.00789308261602574,0.0142457835612562
18450117,0.14414199910641,-3.8699394563612,0.0776195693183175,0.0482226797334785,-0.069489365100642,0.0146858416480183
18452616,0.20835591829596,-3.87985581288009,0.0469619682078301,0.0556538267923015,-0.0640360179477811,0.0275638997579287
18455115,0.24652426687086,-3.90770644355558,-0.0541624226483109,0.0469236794867124,-0.038321981089374,0.0136041802834725
18457614,-0.0632215320798669,-4.01971491119082,-0.00787183554998123,0.0492719159546339,-0.0399726486410612,0.0211754020555145
18460113,0.0377314578439204,-3.87927466585955,-0.140218779032171,0.0356073911046944,-0.0182219146127851,-0.0173825521761738
18462612,-0.179518421222204,-4.02124922004106,0.119741563378697,0.0475596445327308,-0.0231767830264834,0.00472502328067224
18465111,-0.0175183959429877,-3.94130525498039,0.0519705545724952,0.0175314191092322,0.0215011402838359,-0.0316274080852026
18467610,0.0489693117580357,-3.90897935861768,-0.0405800301463205,-0.0423011333700163,0.0533885111330948,-0.0118685092592028
18470109,0.0124461118438989,-3.66021758414866,-0.00908533846908242,-0.0660855970589281,0.0600091009801153,-0.0342534150783152
18472608,0.131290713557627,-3.90244685566209,0.155110829380556,-0.0361090358543445,0.0294617929504904,-0.000671436273342027
18475107,0.132123510749308,-3.89385352304381,0.0220815523193429,-0.0458515261638006,0.0364574778334434,-0.033972867395788
18477606,0.0470931386053138,-3.82518043110439,-0.0766842598118722,-0.0178976769074332,0.0220190301817176,0.00140609120765043
18480105,0.171034946858482,-3.76172008050798,0.131887951838289,-0.034786341873419,0.0247822280371922,-0.0296849480280416
18482604,0.0396476670657862,-3.78206010648509,-0.0867028715511091,-0.0103021641289888,0.0210099195377937,-0.00515128709366992
18485103,0.23120929747161,-3.81696835951282,0.0408875687398815,-0.0161491089735942,0.0214350616259619,-0.00987626699896553
18487602,0.108314299254,-3.67981445842589,-0.04549219555063,-0.0129925007769826,0.00844632415897629,0.0205775731470913
18490101,-0.0389548600931785,-3.94692299286497,0.128297648309616,-0.0232630615512894,0.00512923340534143,0.00657079002050779
18492600,0.120222889658196,-3.79981533149633,-0.11960116622663,-0.0074423023942966,0.0055065157676199,0.0305374918378988
18495099,0.252288318891581,-3.90329923655555,0.237725087470775,-0.0066125468153979,-0.00178060718089199,0.0295308559902268
18497598,0.134622992857559,-3.91518609845296,-0.03741635305445,0.00290926868746788,-0.00750216187810348,0.0358464604253335
18500097,-0.113049356357187,-3.71310371741458,-0.00217384985709274,0.0101407820894961,-0.0016730644487991,0.0164961911976446
18502596,-0.00470328215701667,-3.78112363714325,-0.048904737527102,0.0785093536297065,-0.0536758333769673,0.00418140044114765
18505095,0.0039200043595685,-3.70606762610812,0.0723057342578253,0.0717561573045052,-0.0468403910179965,-0.0271862413289905
18507594,0.121552828706985,-3.9142216049746,-0.132626584703556,0.0604684601656563,-0.057421178157546,-0.00833554261607368
18510093,0.0195137968706731,-3.71499052678191,-0.0485643410063853,0.0339308328547346,-0.0560165223448874,-0.0270787672759364
18512592,0.151986119316936,-3.81621909818618,0.0402708511281832,0.0345016423952179,-0.0402011317933355,0.00742632647489405
18515091,0.0184071318593715,-3.813860028177,-0.0893860393509614,-0.0124221293968287,-0.00123871320890552,-0.0175323887812057
18517590,-0.0543893880245141,-4.01273891276898,0.0454961199967527,0.011457880567156,-0.0175097649372613,0.00912023908993986
18520089,0.243864678001332,-3.57792540682669,0.104436863485982,-0.0142253219571857,-0.00261327122811303,-0.0177300110467785
18522588,-0.0538707835721502,-4.03882202881727,-0.0428296019686096,0.0252757591285783,-0.0327188652587221,0.00390851955545993
18525087,-0.00611206476420473,-3.88980286257595,0.0105400445643126,-0.00885315888195601,-0.0098197779341278,-0.0148620695101642
18527586,-0.0182277383668805,-4.00137238513275,0.0877221581227518,0.0796028829930549,0.0479731233879908,-0.00197491747621393
18530085,0.112816292457673,-3.85635423056032,0.0505619614981841,0.0244597465551508,0.064957417833767,-0.0115204698438257
18532584,0.102084834480198,-3.80670047733582,0.0594916133080157,-0.0100369463302675,0.110228373393922,0.0119464931949151
18535083,0.0992645052657715,-3.51202629768885,-0.145690472360246,-0.0493602907013468,0.112967340925602,-0.00138025393393384
18537582,0.294683081570476,-3.90429633259364,-0.0754240580524767,-0.0034207745815686,0.081543725170969,0.0168363838745203
18540081,-0.157614563672637,-3.46066823414682,-0.0291059191186883,-0.0471932060209819,0.070335971161032,0.0137331553363977
18542580,0.188636914649252,-3.7581695946385,0.139801055166147,0.00384995369307287,0.0616326370330489,0.0144973329508175
18545079,0.134020118949574,-3.9495006708304,0.218915567211575,0.0289537982524959,-0.0200074936098017,-0.0135073688500948
18547578,0.0113466059499091,-4.0814699051975,0.144055565594959,0.0663448533145179,-0.0172849655138965,0.00555063447123086
18550077,-0.0304622095517973,-3.71303029217173,-0.124424782626657,0.0306406709882576,-0.0314516930472421,-0.00256898578020134
18552576,-0.0605731586973479,-3.75223913629407,-0.0404126333565083,0.0636472356374466,-0.0197923106512854,0.00990601184217903
18555075,0.264051779598724,-3.91290070790396,0.016207677301731,0.0173930534679169,-0.0152176553901804,-0.0170861030737841
18557574,0.139182340605744,-3.94250273622967,0.120002632603019,0.060790675403354,-0.0176058001347451,-0.00266436996054004
18560073,0.091667303752921,-3.59896633361467,0.0675253481670401,0.0679555613826737,0.0295770181004724,-0.019047010409858
18562572,0.202579716316179,-4.10865041976085,-0.0981064668048709,0.103669720446294,0.0387186110099696,-0.00554434502037018
18565071,0.183472042153664,-3.80191161969041,0.0317927582716943,0.0242426741944698,0.0246904993246294,-0.0322163504825524
18567570,0.169381959221606,-3.86338310174535,-0.086602012031202,0.0132123422267474,0.100932360396653,-0.00708803617702653
18570069,0.000541363627365066,-3.62585507574991,-0.157575786697831,-0.0609276387322951,0.0636097632204531,-0.0085415837827359
18572568,-0.0327908788705237,-3.89964513780289,0.0514544228481689,0.00584936488581245,0.0816894478683104,0.0164584615553974
18575067,0.00250097117794926,-3.69099984848134,-0.105235935586154,-0.0608045696746728,0.0222807190604596,0.0170661179879702
18577566,0.00194647488639503,-3.80766303669512,0.0376311129918825,0.00902190363111913,0.0493890018751216,0.0201672021749578
18580065,0.272970668245325,-3.89737873315124,-0.121911987556545,-0.0520714409731916,0.00354977230209158,0.00640370077441919
18582564,0.222024416162201,-3.79279400380738,0.168059084254755,0.0219829460082584,0.0370581178029553,0.0132709082540771
18585063,0.216073066002645,-3.80921370493467,-0.171331987816946,-0.0366002426405276,-0.0224930439960916,-0.0029743506094668
18587562,0.124877384006982,-3.74320821472166,-0.0245535971321942,0.0990012335882201,-0.0383976029065898,0.0135201403571121
18590061,-0.0554255060950232,-3.59428349900475,-0.23938695334602,-0.0280629190644252,-0.151608867485339,0.000533087425747335
18592560,-0.0709457814242916,-3.88248534823841,-0.0364443560382761,0.0340036243295928,-0.0829599333400207,0.0140829501308279
18595059,0.129097413419752,-3.74809529680132,-0.00850688584703589,-0.017672179815393,-0.096954748007553,-0.00640338318916528
18597558,0.134682617531301,-3.87263181601042,0.0347222333142762,0.0339095139220966,-0.0489416295211637,0.00165949774987673
18600057,0.0593389292731218,-3.66950060175208,0.0205800286945533,-0.0340127249334378,-0.0663433136398089,-0.0138214244123204
18602556,-0.14809851315897,-3.89759540586674,0.159255694099025,0.0205989714017573,-0.0360435676420797,-0.000149411663888606
18605055,0.230677591390599,-3.81138191676986,0.126402884139998,-0.0397693450214735,-0.027820394866637,-0.00801650447434526
18607554,-0.143740600196327,-3.73336533750421,0.0612253811634298,0.0185279743262599,-0.0108311915806578,0.0120101179346159
18610053,-0.000657766113564745,-3.92362043738395,-0.0210348987572495,-0.0332141827832448,0.00632868275073969,0.0109142079839693
18612552,0.125955826977871,-4.03176996138531,0.0119228255557787,0.0286132439506148,0.0110234840636113,0.0146834944118453
18615051,0.166225263724796,-3.80425131221183,0.0165196688475393,-0.0243262505070024,0.0109528345601298,0.00600242742508006
18617550,-0.105060512723973,-3.88361943930191,0.0914068031235655,0.0352225705947654,0.0113219073559148,0.0191680848680554
18620049,0.122509539995037,-3.37261575664757,-0.0131719966808119,-0.0388446546219798,0.0101462138111634,-0.0018467807815359
18622548,0.0784218853347469,-3.82555214351415,-0.108847846886771,0.0201059839634481,-0.00423038059893239,0.0119417001841822
18625047,-0.00705457725675764,-3.69382962749139,-0.124432548948156,-0.0470168148960893,-0.0175877472132433,-0.00369200267029092
18627546,0.313185632999066,-4.11686055272848,0.178333239910921,0.0115121294449754,-0.00473789667736358,-0.00501081689931569
