Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
18200217,38.29446,-0.1765116,-4.961952,-0.1343904,-0.2002449,0.1656239,2.887199,0.5016776,-0.03972702,0.04860863,-0.00885989,0.02223013
18300177,38.59967,-0.261693,-4.957086,-0.1316221,-0.2005903,0.1663404,2.888858,0.5023994,-0.04605679,0.06341751,-0.006423398,0.03055212
18400137,38.90358,-0.3301606,-4.951885,-0.1273911,-0.200962,0.167617,2.890064,0.5185624,-0.04563624,0.05778963,-0.007315513,0.03521246
18500097,39.21163,-0.4219483,-4.946159,-0.1243734,-0.2010456,0.1691005,2.896207,0.5226445,-0.05706628,0.06832384,-0.004318063,0.04618952
18600057,39.51811,-0.495242,-4.940355,-0.1199356,-0.2009178,0.1715042,2.89769,0.5432068,-0.05979178,0.06423519,-0.003986565,0.05197147
18700017,39.82842,-0.5919762,-4.934003,-0.1168106,-0.2005984,0.1741264,2.897504,0.5519345,-0.06757332,0.07328364,-0.003932061,0.06387379
18799977,40.13646,-0.6679734,-4.92768,-0.1126408,-0.2004255,0.1781089,2.895639,0.5770721,-0.07263573,0.06425241,-0.006447902,0.07243108
18899937,40.44821,-0.7670655,-4.920704,-0.1100441,-0.2000503,0.182513,2.897851,0.5907308,-0.07770184,0.07211259,-0.004384929,0.0852256
18999897,40.75725,-0.8434911,-4.913857,-0.1063711,-0.1994408,0.1883246,2.894614,0.6194579,-0.08807141,0.06309971,-0.002673519,0.09248275
19100690,41.06933,-0.9423952,-4.906692,-0.1041786,-0.1986334,0.1944118,2.8923,0.6365283,-0.09333404,0.07328596,-0.001872901,0.1015926
19200650,41.37844,-1.017318,-4.899722,-0.1007105,-0.1978447,0.2015059,2.889062,0.6662745,-0.09990373,0.06326929,-0.001773049,0.1042871
19300610,41.69087,-1.115309,-4.893198,-0.09854954,-0.1969372,0.208542,2.886106,0.6828768,-0.1053712,0.07354037,-0.001279481,0.108826
19400570,42.00008,-1.188279,-4.886514,-0.09527916,-0.1961154,0.2163377,2.87732,0.7132812,-0.1128089,0.06117688,-0.003195703,0.1094111
19500530,42.31302,-1.283392,-4.878847,-0.09341975,-0.1953583,0.2240087,2.872826,0.734491,-0.1212591,0.0702753,-0.002691548,0.1137827
19600490,42.62206,-1.352196,-4.871232,-0.09070273,-0.1945475,0.2326509,2.863429,0.7660136,-0.1267771,0.05563749,-0.003454019,0.1173553
19700450,42.93422,-1.442564,-4.862636,-0.08952434,-0.1937558,0.2416073,2.855215,0.7883437,-0.1337302,0.06441914,-0.003345239,0.1226119
19800410,43.24194,-1.505658,-4.854134,-0.08747043,-0.1929082,0.2513993,2.845006,0.8227569,-0.1417642,0.04981519,-0.003028454,0.1231078
19900370,43.55212,-1.589575,-4.845104,-0.08699854,-0.1919545,0.2614148,2.835066,0.8435123,-0.1505204,0.05676086,-0.001874959,0.1251955
20000330,43.85738,-1.645968,-4.836197,-0.08546321,-0.1912502,0.2717134,2.819246,0.8753952,-0.1582521,0.04346649,-0.006479482,0.1207047
20100290,44.16488,-1.722785,-4.826597,-0.08530138,-0.1908824,0.2818696,2.806367,0.8950399,-0.1689939,0.05167687,-0.00810799,0.1188423
20200250,44.46733,-1.771848,-4.817238,-0.08407961,-0.190752,0.2919771,2.786995,0.9247018,-0.1747655,0.03837161,-0.01006819,0.1136034
20300210,44.77225,-1.840849,-4.807043,-0.08409154,-0.1908399,0.3019092,2.776414,0.9382954,-0.1881837,0.04745538,-0.01106026,0.1104359
20400170,45.07216,-1.882352,-4.79726,-0.08269998,-0.1908637,0.3113298,2.759885,0.9696967,-0.1950123,0.0375898,-0.00924038,0.1010119
20500130,45.37464,-1.943022,-4.786748,-0.08266088,-0.1907988,0.3205593,2.746332,0.9840131,-0.2068708,0.04266468,-0.007837083,0.09943458
20600090,45.67181,-1.976336,-4.776715,-0.08180299,-0.1909295,0.3296392,2.727373,1.006539,-0.2144615,0.02925933,-0.01100818,0.09488913
20700050,45.97176,-2.027918,-4.765622,-0.08213566,-0.1913211,0.3385863,2.713339,1.018269,-0.2233499,0.03670472,-0.01221281,0.09036059
20800010,46.26643,-2.052642,-4.754922,-0.08146299,-0.1919129,0.3468353,2.697181,1.042827,-0.2320385,0.02446197,-0.01403829,0.08202135
20899970,46.56432,-2.094521,-4.743011,-0.08219961,-0.1925099,0.3549593,2.681137,1.051504,-0.2418913,0.02766871,-0.0131678,0.08067119
20999930,46.8569,-2.110549,-4.731829,-0.08198147,-0.1933237,0.362593,2.664781,1.071171,-0.2536394,0.01866899,-0.0146077,0.07345707
21099890,47.15348,-2.143384,-4.719392,-0.0828538,-0.1941378,0.3699139,2.654771,1.075464,-0.2612885,0.02362107,-0.01241385,0.06856228
21200683,47.44916,-2.17008,-4.703019,-0.08261149,-0.1949811,0.3763107,2.641892,1.08317,-0.2739548,0.0160997,-0.01317402,0.05814755
21300643,47.74316,-2.18702,-4.690609,-0.08321508,-0.1958636,0.3822646,2.63337,1.090426,-0.2850828,0.0215596,-0.01127583,0.05218768
21400603,48.03464,-2.190641,-4.678428,-0.08312631,-0.1966972,0.3874166,2.622591,1.100961,-0.2937377,0.008345583,-0.01164061,0.04535558
21500563,48.32772,-2.197631,-4.665802,-0.08431496,-0.1975324,0.3925641,2.614352,1.107523,-0.3065806,0.01031875,-0.00995219,0.04343151
21600523,48.61849,-2.191945,-4.653459,-0.08498806,-0.1983352,0.3971083,2.605463,1.116343,-0.3147622,-0.0004562731,-0.009555114,0.03677394
21700483,48.91091,-2.189404,-4.640479,-0.08652419,-0.1991989,0.4013361,2.598845,1.117106,-0.328224,0.003887102,-0.009661779,0.03075796
21800443,49.20152,-2.17501,-4.628088,-0.08735923,-0.2002158,0.4045676,2.593444,1.120389,-0.3370348,-0.005453756,-0.01019329,0.02097761
21900403,49.49476,-2.163752,-4.615388,-0.08880171,-0.2013069,0.4071534,2.589692,1.118767,-0.3495477,0.0004887474,-0.00914466,0.0125917
22000363,49.78654,-2.140911,-4.603204,-0.08937423,-0.2023327,0.4085411,2.59308,1.118999,-0.3614823,-0.006724147,-0.007149579,0.002147012
22100323,50.08178,-2.120373,-4.590639,-0.09043361,-0.2028438,0.4092791,2.594514,1.112898,-0.3737822,-0.002090222,0.001527318,-0.005804525
22200283,50.37518,-2.089529,-4.578871,-0.09067912,-0.2031821,0.4089713,2.59602,1.11009,-0.3827713,-0.007553625,0.0002538461,-0.01502686
22300243,50.6717,-2.061093,-4.566875,-0.09149432,-0.2035376,0.4083231,2.601951,1.105666,-0.3951056,-0.00521533,0.003810046,-0.02080625
22400203,50.96665,-2.022549,-4.55584,-0.09190925,-0.2036391,0.4069639,2.605201,1.099138,-0.4055613,-0.01398504,0.004021887,-0.02627928
22500163,51.2649,-1.986123,-4.54436,-0.09292028,-0.203823,0.4054885,2.61071,1.089911,-0.4164813,-0.01081149,0.006054578,-0.03131295
22600123,51.56139,-1.940675,-4.533917,-0.09334076,-0.203852,0.4030961,2.614437,1.080065,-0.4219047,-0.01699496,0.007499509,-0.0392091
22700083,51.86103,-1.897612,-4.523,-0.09412002,-0.2039431,0.4003437,2.622067,1.06271,-0.4362655,-0.01220811,0.009388431,-0.04791449
22800043,52.15917,-1.846197,-4.513453,-0.09395326,-0.2040374,0.3962127,2.632241,1.053893,-0.443114,-0.01430512,0.009036787,-0.06040956
22900003,52.46105,-1.796006,-4.503552,-0.09419771,-0.2037539,0.3916406,2.643,1.040191,-0.4540185,-0.01411704,0.01745646,-0.06578001
22999963,52.76167,-1.738566,-4.495085,-0.09416635,-0.2030184,0.3863646,2.652208,1.025978,-0.4597329,-0.01903781,0.01788151,-0.07048343
23099923,53.06605,-1.682514,-4.486171,-0.09455372,-0.2022807,0.3811273,2.665303,1.010448,-0.4714151,-0.0185331,0.02232178,-0.07366989
23199883,53.36898,-1.620247,-4.479015,-0.09468575,-0.2013505,0.3752071,2.67572,0.9909497,-0.4760465,-0.02316248,0.02026193,-0.07876956
23300676,53.67551,-1.559944,-4.471578,-0.09494764,-0.2005186,0.3690983,2.688598,0.9620105,-0.4853137,-0.01881006,0.02399595,-0.08631406
23400636,53.98243,-1.499646,-4.465462,-0.0931328,-0.1995108,0.3606694,2.734633,0.8482667,-0.4840053,0.01007954,0.02689907,-0.1228312
23500596,54.29635,-1.449837,-4.458834,-0.08303761,-0.1985836,0.3436374,2.78033,0.736375,-0.4921144,0.08818391,0.0365194,-0.2384257
23600556,54.61092,-1.40246,-4.453762,-0.06447098,-0.1977133,0.3144539,2.818271,0.6365966,-0.4952776,0.1306237,0.03590949,-0.3438713
23700516,54.93041,-1.361544,-4.448513,-0.04270055,-0.1968363,0.2790644,2.853258,0.5514543,-0.5043387,0.1395331,0.03622963,-0.3854497
23800476,55.24893,-1.319883,-4.445338,-0.02146482,-0.1952186,0.2430369,2.876377,0.4786926,-0.5061683,0.1241707,0.02934557,-0.3695218
23900436,55.57006,-1.279723,-4.442105,-0.00337805,-0.1935865,0.2113913,2.89486,0.4205851,-0.5134494,0.0964408,0.02472462,-0.3214951
24000396,55.8886,-1.236281,-4.441124,0.01095475,-0.1917758,0.1847785,2.908888,0.3707725,-0.5151466,0.07066424,0.01723692,-0.269591
24100356,56.20837,-1.190738,-4.440379,0.02213786,-0.1899721,0.1630201,2.924125,0.3296479,-0.5190016,0.04776656,0.01835965,-0.2293837
24200316,56.52497,-1.141013,-4.441925,0.03065577,-0.1877013,0.1442236,2.935337,0.2939628,-0.5184533,0.03202442,0.01836233,-0.2001958
24300276,56.84162,-1.086742,-4.443666,0.0374069,-0.1852394,0.1280877,2.944766,0.2621642,-0.5189918,0.01623523,0.02178396,-0.1765678
24400236,57.15427,-1.028305,-4.44792,0.04248917,-0.1826967,0.1136319,2.952999,0.2349818,-0.5161737,0.009716057,0.01784192,-0.1582297
24500196,57.4653,-0.963619,-4.452751,0.04659386,-0.1804278,0.1008907,2.956409,0.2054697,-0.5177293,-0.003501466,0.01640741,-0.1408106
24600156,57.77198,-0.8955865,-4.459938,0.04953998,-0.1785951,0.08918484,2.95745,0.1771486,-0.5131935,-0.002914558,0.00959165,-0.1301182
24700116,58.07604,-0.8202195,-4.467344,0.05221917,-0.1772395,0.07815094,2.959506,0.1505133,-0.5088838,-0.01474688,0.006164104,-0.1219406
24800076,58.37641,-0.7420352,-4.476788,0.05366017,-0.1761118,0.06769925,2.959341,0.124396,-0.5005477,-0.01718414,0.003057601,-0.113832
24900036,58.67387,-0.655442,-4.486342,0.05472495,-0.1753117,0.0577577,2.957262,0.09959841,-0.4956082,-0.03100125,-0.000758032,-0.1067182
24999996,58.96763,-0.5675785,-4.497772,0.05454937,-0.1747872,0.04824487,2.956845,0.0730944,-0.4829897,-0.02953979,-0.001730985,-0.1020769
25099956,59.25794,-0.4707898,-4.509147,0.05430744,-0.1743421,0.03867358,2.955194,0.04898357,-0.4739857,-0.0439652,-0.003927781,-0.09961014
25199916,59.5447,-0.3739353,-4.522018,0.0527742,-0.1740122,0.02944459,2.952909,0.02211765,-0.4646843,-0.04276212,-0.003487657,-0.09489664
25300709,59.82731,-0.2676864,-4.535141,0.05126725,-0.1737803,0.02011038,2.95162,-0.002123617,-0.4533144,-0.05753961,-0.00693016,-0.09228582
25400669,60.10716,-0.1631649,-4.549646,0.04842485,-0.1738258,0.01118419,2.949676,-0.03380632,-0.4433547,-0.05559384,-0.007566939,-0.08867312
25500629,60.38299,-0.04952641,-4.564212,0.04599148,-0.1740605,0.001788908,2.945503,-0.06217587,-0.4286745,-0.06600197,-0.01176102,-0.09160204
25600589,60.65646,0.06094353,-4.579588,0.04290189,-0.1746174,6.275367,2.944187,-0.09772873,-0.4162872,-0.0570249,-0.01119676,-0.095216
25700549,60.92543,0.1809265,-4.59496,0.0406264,-0.1752046,6.264745,2.937767,-0.1275069,-0.4038816,-0.06862768,-0.01624915,-0.1012199
25800509,61.19249,0.2962452,-4.610835,0.03751179,-0.1762178,6.254005,2.936271,-0.1650589,-0.3894212,-0.0595087,-0.0160042,-0.1035441
25900469,61.45506,0.42109,-4.626787,0.03529227,-0.177229,6.242371,2.932445,-0.2004009,-0.3762205,-0.07125748,-0.01974387,-0.1088702
26000429,61.71679,0.539434,-4.642869,0.03232875,-0.1784843,6.230638,2.927951,-0.2409381,-0.3597124,-0.05965844,-0.01724184,-0.1123135
26100389,61.97429,0.667096,-4.658931,0.03041976,-0.1797225,6.217986,2.922009,-0.2785055,-0.346218,-0.07195503,-0.02245494,-0.1175745
26200349,62.23114,0.7864562,-4.674889,0.02773142,-0.1813785,6.205314,2.918724,-0.3185987,-0.3310628,-0.05951706,-0.02149826,-0.1209472
26300309,62.48357,0.9148656,-4.690766,0.02610502,-0.1830181,6.191848,2.912335,-0.3567119,-0.3156419,-0.07272051,-0.02672099,-0.1238268
26400269,62.73606,1.033922,-4.706432,0.02357999,-0.1849749,6.17875,2.908767,-0.3989887,-0.3034628,-0.05986309,-0.02311932,-0.1234756
26500229,62.98438,1.1622,-4.722327,0.02216547,-0.1868365,6.165088,2.903036,-0.4337187,-0.2889518,-0.07296014,-0.02824206,-0.1256441
26600189,63.23287,1.28013,-4.737516,0.01964269,-0.1891698,6.151979,2.898709,-0.4715916,-0.2746266,-0.06210259,-0.02781651,-0.1225342
26700149,63.47702,1.407294,-4.752814,0.01798965,-0.19161,6.13871,2.890801,-0.509139,-0.2607357,-0.07583474,-0.03456921,-0.1205935
26800109,63.72216,1.522453,-4.767396,0.01544338,-0.1939767,6.12602,2.886695,-0.5496204,-0.2486718,-0.06224668,-0.02009666,-0.1204162
26900069,63.96347,1.646168,-4.781889,0.01334714,-0.1938285,6.112803,2.8781,-0.5864773,-0.2334981,-0.08668762,0.002683121,-0.1229815
27000029,64.20586,1.756914,-4.795247,0.009570312,-0.1921767,6.099949,2.865775,-0.6280578,-0.2205151,-0.07564626,0.01645405,-0.1243172
27099989,64.44411,1.87568,-4.808742,0.006907542,-0.190204,6.08639,2.853695,-0.6664064,-0.2097629,-0.08953734,0.01300906,-0.1296767
27199949,64.68322,1.980665,-4.82123,0.003365815,-0.1885357,6.072876,2.835775,-0.7072436,-0.1991995,-0.07304969,0.01189583,-0.1327532
27299909,64.91731,2.09365,-4.833686,0.001173679,-0.1876912,6.058703,2.810295,-0.7422949,-0.1871659,-0.08659782,-0.002883641,-0.1369115
27400702,65.15205,2.191624,-4.844866,-0.001886586,-0.1880003,6.044734,2.788368,-0.7849088,-0.1759139,-0.0688008,-0.006750714,-0.1387733
27500662,65.38205,2.296555,-4.856085,-0.003685254,-0.1886586,6.03015,2.762944,-0.8224172,-0.1647647,-0.084901,-0.01355421,-0.1429587
27600622,65.61526,2.372534,-4.864278,-0.006385003,-0.1896387,6.015558,2.736699,-0.8705274,-0.1580174,-0.06285892,-0.01155841,-0.1468963
27700582,65.83811,2.473137,-4.874179,-0.005975294,-0.190719,5.999744,2.706189,-0.9038178,-0.148624,-0.06195628,-0.01786242,-0.1579424
27800542,66.06493,2.543358,-4.881739,-0.00675261,-0.1920873,5.983727,2.68219,-0.9487901,-0.1400706,-0.05166927,-0.01471494,-0.1585383
27900502,66.28265,2.637119,-4.890786,-0.005856775,-0.1932505,5.967459,2.65006,-0.9720049,-0.130973,-0.06318673,-0.01888619,-0.158076
28000462,66.50456,2.699946,-4.897074,-0.007363903,-0.194954,5.952368,2.624357,-1.01078,-0.1264015,-0.05989703,-0.01948356,-0.146161
28100422,66.71819,2.784794,-4.904735,-0.007404521,-0.1965049,5.937689,2.594512,-1.032914,-0.1175162,-0.06772866,-0.02264485,-0.1434572
28200382,66.93646,2.838234,-4.909365,-0.009273156,-0.1982994,5.923855,2.568109,-1.07119,-0.1133993,-0.0592075,-0.01872935,-0.1364001
28300342,67.14753,2.911716,-4.915164,-0.009067471,-0.199794,5.909956,2.539663,-1.095771,-0.1056078,-0.06039025,-0.02038294,-0.1393388
28400302,67.36282,2.953768,-4.917669,-0.009924735,-0.201542,5.896174,2.511477,-1.130323,-0.1023366,-0.04815523,-0.02002558,-0.1383632
28500262,67.57076,3.014559,-4.921229,-0.008676317,-0.2034201,5.882158,2.482185,-1.152197,-0.09617507,-0.04958699,-0.02610776,-0.1405035
28600222,67.78312,3.044635,-4.921763,-0.008524264,-0.205681,5.868526,2.455592,-1.182653,-0.09661841,-0.03726301,-0.02477774,-0.1363931
28700182,67.98955,3.092771,-4.923284,-0.006505543,-0.2080053,5.855141,2.42958,-1.19856,-0.09258597,-0.04121762,-0.03049516,-0.1333834
28800142,68.2002,3.11077,-4.921773,-0.005909502,-0.2106153,5.842701,2.406146,-1.229023,-0.09376828,-0.03054051,-0.02710001,-0.1238219
28900102,68.40542,3.144939,-4.921196,-0.003300338,-0.2128775,5.830569,2.381071,-1.244655,-0.09323782,-0.02925294,-0.02996799,-0.1230538
29000062,68.61465,3.150286,-4.917646,-0.001594903,-0.2154517,5.818912,2.362959,-1.268635,-0.09678672,-0.01765145,-0.02834785,-0.1170565
29100022,68.81929,3.171284,-4.91498,0.001785173,-0.2177366,5.807796,2.340385,-1.277399,-0.09771534,-0.01901289,-0.02992601,-0.1107416
29199982,69.02802,3.164738,-4.909616,0.003854022,-0.220426,5.797861,2.32468,-1.298066,-0.09831852,-0.01043348,-0.03016384,-0.09833767
29299942,69.23331,3.172259,-4.90474,0.007410702,-0.2228778,5.788768,2.310284,-1.307253,-0.1020199,-0.01017269,-0.03110795,-0.09192672
29399902,69.44268,3.153087,-4.89761,0.01000526,-0.2252222,5.780567,2.300272,-1.325561,-0.110701,0.0006360416,-0.02535972,-0.08291172
29500695,69.64913,3.146024,-4.891182,0.01425274,-0.2270613,5.772921,2.289821,-1.332658,-0.1141161,0.002094885,-0.02533096,-0.07774107
29600655,69.8599,3.113835,-4.882662,0.0176052,-0.2289968,5.766236,2.285025,-1.346601,-0.1200858,0.01176604,-0.02195158,-0.06756487
29700615,70.06897,3.093233,-4.874565,0.02227173,-0.2306487,5.760418,2.277472,-1.346807,-0.1260185,0.01284022,-0.02408023,-0.05882731
29800575,70.28232,3.050032,-4.864565,0.02605538,-0.2326249,5.755892,2.278517,-1.353208,-0.1370811,0.02089214,-0.0223829,-0.04438788
29900535,70.49523,3.017313,-4.85469,0.03058373,-0.2343772,5.752765,2.27949,-1.350608,-0.1421819,0.01848333,-0.02389608,-0.03110311
30000495,70.7126,2.963495,-4.843616,0.03414189,-0.2360454,5.751034,2.286712,-1.353126,-0.1516277,0.02699622,-0.01648746,-0.01805964
30100455,70.93056,2.918926,-4.832731,0.03837781,-0.2370782,5.750525,2.29557,-1.346109,-0.1618813,0.02383352,-0.01433384,-0.005580772
30200415,71.15258,2.855572,-4.820906,0.04162447,-0.2380349,5.751441,2.305695,-1.343213,-0.170373,0.03017594,-0.009990063,0.008508778
30300375,71.37503,2.80072,-4.809315,0.04549194,-0.2388839,5.753533,2.316407,-1.331307,-0.1820882,0.02976589,-0.01229318,0.01951766
30400335,71.60141,2.728736,-4.797229,0.04858858,-0.2398987,5.75673,2.327917,-1.325247,-0.1905249,0.03561023,-0.009803799,0.0301052
30500295,71.82917,2.663645,-4.784953,0.0523702,-0.2406989,5.760715,2.344781,-1.310167,-0.2021467,0.03591354,-0.007868868,0.03792927
30600255,72.06101,2.583923,-4.772767,0.05536975,-0.2413577,5.765773,2.362099,-1.297467,-0.2129102,0.03943558,-0.004070051,0.04950324
30700215,72.29513,2.510854,-4.76038,0.05863844,-0.241738,5.771922,2.383842,-1.277576,-0.2255706,0.03776043,-0.001136362,0.06058185
30800175,72.53321,2.425101,-4.748541,0.06095501,-0.2420167,5.779391,2.403656,-1.262085,-0.2325581,0.03852979,0.001760247,0.0738738
30900135,72.77368,2.344855,-4.736331,0.063552,-0.242094,5.787744,2.425263,-1.241725,-0.2466731,0.039828,0.003100241,0.08071578
31000095,73.01805,2.253874,-4.724984,0.06580431,-0.2422023,5.796692,2.444884,-1.218735,-0.256892,0.04300069,0.004223341,0.08680243
31100055,73.26584,2.167518,-4.713159,0.06828679,-0.2423374,5.806215,2.468839,-1.194684,-0.2706611,0.04309404,0.004875481,0.09346965
31200015,73.51698,2.07221,-4.702536,0.07035718,-0.2423468,5.816419,2.490698,-1.17491,-0.2771371,0.04624006,0.007504981,0.09932791
31299975,73.77142,1.980755,-4.691203,0.07281078,-0.2422065,5.826861,2.514553,-1.147413,-0.2872116,0.04757405,0.009242095,0.1023742
31399935,74.029,1.88256,-4.68152,0.07489164,-0.2419602,5.83785,2.537584,-1.120372,-0.2998135,0.04860741,0.01108783,0.1087623
31499895,74.29044,1.787928,-4.671197,0.07685808,-0.2415898,5.849418,2.563768,-1.089481,-0.3096007,0.04612882,0.01349526,0.1159739
31600688,74.55489,1.6885,-4.662645,0.07828029,-0.241008,5.861795,2.590748,-1.059046,-0.3164537,0.04437704,0.01673156,0.1233289
31700648,74.82343,1.592106,-4.653298,0.07955837,-0.2402228,5.874674,2.614753,-1.027591,-0.326495,0.04406334,0.01949918,0.1282693
31800608,75.09439,1.492359,-4.645806,0.08070339,-0.2395182,5.887911,2.638525,-0.9971406,-0.3324094,0.045599,0.01796949,0.1304851
31900568,75.36938,1.395411,-4.637506,0.08190791,-0.2388202,5.901124,2.66315,-0.9631031,-0.3396592,0.04462356,0.01833609,0.1321586
32000528,75.64637,1.29697,-4.631395,0.08287379,-0.2380403,5.91472,2.687524,-0.9286619,-0.3481139,0.04428023,0.01976257,0.1359562
32100488,75.92721,1.201199,-4.624517,0.08363035,-0.2371728,5.928539,2.711778,-0.8961534,-0.3532214,0.04265986,0.02286142,0.1391173
32200448,76.20937,1.105073,-4.619636,0.08441725,-0.236229,5.942504,2.730784,-0.8591079,-0.3581011,0.04468708,0.02095095,0.1383555
32300408,76.49458,1.011493,-4.613856,0.0852257,-0.2356079,5.956237,2.75141,-0.8243006,-0.3627936,0.04393859,0.01842051,0.1384281
32400368,76.78093,0.9188566,-4.610421,0.08592118,-0.2351259,5.970129,2.766096,-0.7864914,-0.3686672,0.04245919,0.01599612,0.1396623
32500328,77.07047,0.8284898,-4.606072,0.0864594,-0.2349575,5.983961,2.785216,-0.7491748,-0.372046,0.04123751,0.01467588,0.1407932
32600288,77.36069,0.7399583,-4.603815,0.08684482,-0.234658,5.998003,2.801848,-0.7161635,-0.3753273,0.04030718,0.01619448,0.1411862
32700248,77.65376,0.6531748,-4.600927,0.08740539,-0.2340809,6.011615,2.819189,-0.6814732,-0.37865,0.04359871,0.02095444,0.1363007
32800208,77.94738,0.5693089,-4.600311,0.08813627,-0.2330233,6.024925,2.833713,-0.6428332,-0.3821273,0.04124,0.02306096,0.1329489
32900168,78.24382,0.4878275,-4.59892,0.08845998,-0.2320219,6.03813,2.850801,-0.605354,-0.3834412,0.03799861,0.02293721,0.1352279
33000128,78.54044,0.4102826,-4.599587,0.08840705,-0.2310198,6.051813,2.866014,-0.5647551,-0.3834988,0.03304022,0.02203787,0.1392582
33100088,78.83923,0.3352612,-4.599386,0.08778654,-0.230243,6.065783,2.877959,-0.5270806,-0.3845938,0.02967359,0.0199895,0.1429938
33200048,79.13796,0.2647226,-4.601105,0.08701898,-0.2297106,6.079998,2.888807,-0.4861548,-0.3833368,0.02739111,0.01679325,0.1432428
33300008,79.43873,0.196666,-4.602015,0.08598352,-0.2295313,6.094003,2.897399,-0.4500343,-0.3832334,0.02636309,0.01361501,0.141696
33399968,79.7392,0.1334032,-4.604689,0.08513194,-0.2294924,6.107738,2.908324,-0.4158421,-0.3789921,0.02583918,0.01213303,0.1369547
33499928,80.04163,0.07275666,-4.60637,0.08434292,-0.2294133,6.120785,2.914973,-0.3829293,-0.3779167,0.02725266,0.01263065,0.1303899
33599888,80.34331,0.01677621,-4.609572,0.08385888,-0.2294118,6.133206,2.924338,-0.3517909,-0.375945,0.02679213,0.009784064,0.1232476
33700681,80.64687,-0.03675915,-4.612175,0.08348577,-0.2292044,6.144886,2.935128,-0.3203208,-0.3738142,0.02725786,0.01438525,0.1167805
33800641,80.94973,-0.08543995,-4.616248,0.0831128,-0.2286639,6.156201,2.941312,-0.2896108,-0.3706541,0.02319606,0.0142414,0.1133469
33900601,81.25356,-0.1312932,-4.621237,0.08238382,-0.22831,6.167279,2.946669,-0.2562704,-0.3670163,0.02046346,0.01251977,0.112032
34000561,81.55637,-0.1720849,-4.62676,0.08121496,-0.2282779,6.178507,2.95095,-0.2232205,-0.3614902,0.01475898,0.007819101,0.1139431
34100521,81.85995,-0.209947,-4.630781,0.07969052,-0.228461,6.189726,2.954008,-0.1939016,-0.355542,0.01225227,0.007323265,0.1131912
34200481,82.16232,-0.2431563,-4.635696,0.07817549,-0.2287482,6.200673,2.959679,-0.1667081,-0.3538548,0.01114149,0.00538714,0.1084635
34300441,82.4645,-0.2734013,-4.639486,0.07667846,-0.2289919,6.211008,2.962009,-0.1387087,-0.3504036,0.01077685,0.004413775,0.102126
34400401,82.76586,-0.2994744,-4.644211,0.07520319,-0.2292812,6.220857,2.966722,-0.1168543,-0.3437478,0.009219191,0.003947769,0.09709009
34500361,83.06741,-0.3230298,-4.647732,0.07384511,-0.2294459,6.230033,2.970989,-0.09296187,-0.3405596,0.009612078,0.005165611,0.0899173
34600321,83.36818,-0.3427786,-4.652345,0.07266439,-0.2294664,6.238573,2.974572,-0.07012884,-0.3365135,0.009066259,0.005242418,0.08302031
34700281,83.66866,-0.3595472,-4.656065,0.0714149,-0.229519,6.246597,2.978388,-0.04895078,-0.3334983,0.005987534,0.004200543,0.07960868
34800241,83.9685,-0.3726287,-4.660663,0.06994351,-0.2295116,6.254453,2.982758,-0.02905875,-0.3257341,0.004245204,0.005316498,0.0773635
34900201,84.26777,-0.3825682,-4.66426,0.06843648,-0.229338,6.261947,2.991771,-0.01136834,-0.323712,0.002808027,0.006261161,0.07257063
35000161,84.56715,-0.3894338,-4.66869,0.06694724,-0.2288971,6.268929,2.996359,0.003669526,-0.3197448,0.001584433,0.00882132,0.06684873
35100121,84.86593,-0.3932042,-4.672152,0.06564336,-0.2284438,6.275179,3.000828,0.02051391,-0.3179612,0.001871533,0.006053809,0.05914936
35200081,85.16463,-0.3944286,-4.676689,0.06431217,-0.22814,6.28087,3.005658,0.03530981,-0.3137926,-0.000459397,0.005643534,0.05508345
35300041,85.46221,-0.3923693,-4.680209,0.0627792,-0.2279272,0.003182196,3.007066,0.05301414,-0.3100387,-0.004385946,0.00280451,0.05452718
35400001,85.75962,-0.388345,-4.68455,0.06087821,-0.227993,0.008713188,3.009032,0.06219421,-0.3044756,-0.005970688,-8.878973e-05,0.05405733
35499961,86.05562,-0.3814458,-4.687825,0.05923441,-0.2281499,0.01373,3.012359,0.0725932,-0.3007854,-0.004304911,-0.0007272564,0.04633066
35599921,86.35178,-0.3732385,-4.691945,0.05785211,-0.2283062,0.01789752,3.014518,0.07989616,-0.2960518,-0.003840997,-0.001320189,0.03847646
35699881,86.64601,-0.362224,-4.695089,0.05662153,-0.2285236,0.02141693,3.013307,0.08586494,-0.2950486,-0.004955119,-0.003828464,0.03255071
35800674,86.93922,-0.3495982,-4.695843,0.05561953,-0.2289223,0.02431635,3.015885,0.0951837,-0.2885516,-0.002481959,-0.00359592,0.026383
35900634,87.23207,-0.334673,-4.699213,0.05454132,-0.2290253,0.02687073,3.02011,0.09851204,-0.2881984,-0.00694039,-0.00232483,0.024595
36000594,87.52505,-0.3188034,-4.702809,0.05342445,-0.2288578,0.02917461,3.022365,0.1041583,-0.2840733,-0.004819346,0.002004278,0.02055174
36100554,87.8172,-0.3005147,-4.705788,0.05230554,-0.2284584,0.03116192,3.026289,0.1103034,-0.2816258,-0.009660487,0.002695212,0.01903696
36200514,88.10947,-0.2812714,-4.709035,0.05085625,-0.2280187,0.03314749,3.027627,0.1131055,-0.2765323,-0.01019122,0.002778477,0.01882548
