Time_us,accel_x,accel_y,accel_z
3002132,-0.100309274610826,0.191070312706413,0.228409643632814
4002565,-0.0969156442408479,0.12951244560371,-0.164490859610718
5004664,-0.204873688985711,-0.111028670964437,-0.0375512344932544
6005097,0.293416637698949,-0.029786177359244,0.0701740166763049
7007196,0.000851508754555086,-0.163516965913156,0.154151691452588
8007629,0.00416667960478256,-0.14730040208959,-0.150987980354594
9009728,-0.100000948400888,0.0603171869639451,-0.0515171271958037
10010161,-0.0573140144828646,-0.0186278384977993,0.142472172393551
11012260,-0.105497049337642,-0.0633160378843424,-0.102772066077862
12012693,-0.0153375481150329,-0.168045016308523,-0.0274281501387943
13014792,-0.0689601093267069,-0.134544904864054,-0.106959028439867
14015225,0.0988377569911778,-0.107086266883729,-0.178211428909694
15017324,-0.0802959485622225,0.00521595361457564,-0.0190831581741871
16017757,0.0825485717384198,-0.074394327931137,0.0195708932402617
16197685,-0.035441761233455,-1.57585783329376,0.122567539712971
16207681,0.213333872664364,-2.3851806975601,0.0622073631853283
16217677,-0.0304059904708842,-2.73974455217506,0.0931103944054547
16222675,0.0614380081809489,-2.58724767691339,-0.107502913501574
16227673,0.0651975199735641,-2.87194976929736,0.0036202568568216
16232671,0.0297203033304872,-2.91485633829567,0.0745811734287711
16237669,-0.00950393732450595,-3.03274231204676,-0.189798983988604
16242667,0.110707444886111,-2.83806939005092,-0.0355496053708824
16247665,-0.0266929682736254,-3.11687124526543,0.0316451646494519
16252663,-0.145148771903593,-3.0057187629505,-0.117681622056041
16257661,0.0216674323827057,-3.0547011549098,-0.0242521625119588
16262659,-0.00701084851703423,-3.10385519047336,0.0681597722889438
16267657,-0.0182618739975849,-3.20511344477331,0.0958113416508209
16272655,-0.0497684690631056,-3.15767384205178,-0.250775646893437
16277653,-0.0411851435969325,-3.08615921247531,-0.120266011117247
16282651,0.100339215318022,-3.15608458096474,-0.0919835561335471
16287649,0.112872409325728,-3.03003077234051,-0.0925559276534078
16292647,-0.140285607345498,-3.036388189056,-0.00622824212331279
16297645,0.161949025031013,-2.91842703807465,-0.00836720092626912
16302643,0.0836578522396792,-3.08415327402149,-0.103584148459708
16307641,0.0520462725234233,-3.17831699427487,-0.0535059845179714
16312639,-0.0977999752875742,-3.13978739450741,-0.0282887104259766
16317637,0.142123806221561,-3.12290220435865,-0.126443746262028
16322635,0.0336883398975799,-3.13871419387957,-0.0528168559034753
16327633,0.0938084489467947,-3.14191111921021,-0.0158051008626904
16332631,-0.0512860476620859,-3.06442217970358,-0.0628876556262504
16337629,0.0792622890041329,-3.19168248657086,0.067443223449063
16342627,-0.0667538527214158,-3.06350172301671,-0.0393389575077314
16347625,-0.0830444559099345,-3.01469150502839,-0.0993978489551361
16352623,0.0498590066886871,-3.35137636884756,0.0602410977982121
16357621,-0.0625727394419696,-3.15245564255872,0.166031976564918
16362619,0.23339192770871,-3.15618558489174,0.184473116318571
16367617,0.0717728605717452,-3.20724177713559,-0.05010137074838
16372615,-0.00176805593126021,-3.2307488381298,-0.0205299598551841
16377613,0.0657618982621895,-3.19078362526499,0.0872641228626933
16382611,0.0725960909496793,-3.31667409336728,-0.027374258071131
16387609,-0.00803718386511955,-3.29361478236143,0.0398753915342229
16392607,0.111232453802176,-3.22515707014888,0.146559114452151
16397605,-0.121840510551767,-3.25602551984591,0.0303854679571195
16402603,-0.15221493842063,-3.08350235361752,0.0965784222671714
16407601,0.0803659213642317,-3.27433223021351,-0.0170410261409751
16412599,0.159415551977995,-3.23008955469907,0.00238668931726223
16417597,0.0608269080861018,-3.35189723206634,-0.0396025193539107
16422595,0.0190039003154997,-3.30970636965846,-0.0268937809873578
16427593,-0.041710045187396,-3.44263110241833,0.187799304077338
16432591,0.0827347448079977,-3.31624135965651,-0.0339084085359875
16437589,0.0520712172401659,-3.44382381314789,-0.184877986777192
16442587,0.115844934243174,-3.15084330323011,-0.116403887717174
16447585,-0.0139962404344941,-3.18577730734847,-0.0046750757193105
16452583,-0.0391630044711866,-3.31048356876281,-0.0399005502753415
16457581,-0.00763191132137598,-3.38748766278086,-0.0580529018225655
16462579,-0.037415864310354,-3.3840252215467,-0.00575096252622902
16467577,0.0623230216953594,-3.36877111641012,0.123380402365113
16472575,-0.105337364283635,-3.33790419097454,-0.191240715581218
16477573,0.141660619664633,-3.47946328040635,-0.0341331083420882
16482571,0.0153133459158101,-3.40252112921373,0.200735923862674
16487569,0.00338458232862206,-3.48463765488546,0.0743904810057052
16492567,0.135892080257714,-3.3017127461334,0.030494469169433
16497565,0.266794662053919,-3.61027795546862,-0.0211115945266897
16502563,0.0582694681310069,-3.43710526081714,0.0112072149183667
16507561,-0.0696058415641351,-3.49710242231376,-0.0680282404578075
16512559,0.169644086409723,-3.33379298429396,0.0968585565993633
16517557,-0.00430115343709973,-3.58173201260087,-0.0690356238192552
16522555,-0.0897442672184941,-3.46831800688344,0.0895083334193315
16527553,0.0596098535530489,-3.44193061906926,-0.0735942300452261
16532551,0.181491396877531,-3.57776147732791,0.132674037154393
16537549,0.0973508111510336,-3.6106491099122,0.053333106997956
16542547,0.141151962127179,-3.39933245536545,-0.0137332451387217
16547545,0.0162242014308599,-3.4908602590704,-0.18069160661497
16552543,0.0876370810839469,-3.54729557311554,0.106180607500177
16557541,0.307607800172451,-3.48556681324397,-0.0709215734568238
16562539,-0.0229049175491782,-3.59035719433751,-0.161518005854012
16567537,0.0217714904683558,-3.71932719348854,0.156387232060503
16572535,0.0911676160425301,-3.70777150639152,-0.127791350582911
16577533,0.23314730796825,-3.67765207346529,-0.108559994610675
16582531,0.0211026444637925,-3.56955518503151,0.0500319203502918
16587529,-0.00714959079990402,-3.55130174158143,-0.194826954848965
16592527,0.147176829259363,-3.59900956494957,-0.0166517889449269
16597525,-0.144274039832252,-3.71811905079805,0.149309950373226
16605022,0.261866565545119,-3.87048717344642,-0.0426948186928769
16610020,0.0892395643762702,-3.9567211263914,0.260014002408839
16615018,0.269557481980819,-3.94344424962141,0.133503551868055
16622515,-0.0406081859674813,-3.51769375888295,-0.0213088143987841
16630012,0.0857954038672259,-3.80354222217799,-0.133247000230235
16635010,0.0919561966200409,-3.7533514324192,0.181518795324445
16640008,0.0333912297902413,-3.79805973888095,-0.0893282272767258
16647505,0.168614807272397,-3.83781308678704,-0.000458780158277453
16652503,0.267645454091538,-3.71720181019518,-0.00681046071250081
16660000,0.00454118355463348,-3.68383020947405,0.187994569170664
16664998,0.356387611889468,-3.63741564826082,0.0979765534094657
16669996,0.0330230410406388,-3.83090603098686,-0.0553846180067326
16674994,0.0161366440644602,-3.76151918695397,0.0481091192610699
16682491,0.097451296969187,-3.84192376962212,-0.142924265215507
16687489,0.016868415470696,-3.63567148598225,0.130500986049887
16692487,0.00686554893397008,-3.78367166265016,0.080673596754952
16699984,-0.0252003424781111,-3.60171701396744,-0.0957563165608954
16707481,-0.000767191295378569,-3.94030607493503,0.000417010094750273
16712479,-0.0110355463524946,-3.77356267633237,0.0251399512999119
16719976,0.0738750480374935,-3.67510269219436,-0.0375270688944076
16724974,0.181682217273966,-3.78428643683309,-0.0162241473265185
16729972,0.171595744495615,-3.95051573156934,-0.0185367250548158
16737469,0.00490481071911314,-3.82164408798517,-0.0876250982894052
16742467,0.099057565594838,-3.96634544003383,-0.126652445743584
16749964,0.235589822157542,-3.62320925885361,0.102143409745076
16754962,0.260425776501377,-3.76040401261967,-0.00859182398431064
16759960,0.0456231783235777,-3.77892272305029,0.0148950195355751
16764958,0.0940307262371732,-3.36436151073855,0.146237166993789
16769956,-0.131769251526933,-3.78251582412211,0.121262704566273
16774954,0.249240210216842,-3.62487435167193,0.173071486502255
16779952,-0.179633579528567,-3.61775594306934,0.112852360177091
16784950,0.0801589128812294,-3.8820224059365,-0.0538637074026581
16789948,0.0195870630692084,-3.60317158846866,-0.0806114473976085
16794946,0.136721456230725,-3.7197542287021,-0.101225382004197
16799944,0.104595193493183,-3.63144463015502,0.0803424523807505
16804942,0.0795389621089004,-3.6337569362595,0.228247665679673
16809940,0.173089968026987,-3.65214281600932,-0.0269365652322127
16814938,0.456706838194183,-3.62957395533808,-0.0798569739510981
16819936,0.110664300301606,-3.67108814529605,-0.0287996909869333
16824934,0.114282456830636,-3.84123897729903,0.108878079596341
16829932,0.169322035106275,-3.57475094307405,0.157166061058034
16834930,0.0861163917088598,-3.65185990856621,-0.108399775173942
16839928,-0.0794926887065716,-3.84215591799708,0.203595857173229
16847425,0.195257760307566,-3.948427396266,0.0397502694831559
16854922,0.132167074819098,-3.71782453079982,-0.265861019893692
16859920,0.193362363467124,-3.45761835912568,0.0426388699915039
16864918,0.0518150152754977,-3.77382044378866,-0.149303346783071
