Time_us,angl_accel_z
7199619,0.317229188127028
7219611,0.430107134637542
7239603,0.533514582987551
7259595,0.62466472851937
7279587,0.701033390933489
7299579,0.776307563474627
7319571,0.803140953270431
7339563,0.810289055163394
7359555,0.78250062851165
7379547,0.724117884507857
7399539,0.650475780911318
7419531,0.573339353291909
7439523,0.506546886478663
7459515,0.465500589746846
7479507,0.407749482449795
7499499,0.322974945183216
7519491,0.233723384406795
7539483,0.107223262338925
8539916,-0.102819560404998
9559508,-0.0180408175999579
9619484,0.00728149126294859
9639476,0.0206283218952025
9659468,0.0284300361250075
9679460,0.0338388310644869
9699452,0.0380615830454176
9719444,0.0470577687230404
9739436,0.0484731378747478
9759428,0.0546351632876909
9779420,0.0613758480012196
9799412,0.0676959404873348
9819404,0.0677338699514954
9839396,0.0724491027076415
9859388,0.0734519056840932
9879380,0.0790590855753593
9899372,0.0808692926942123
9919364,0.0811958119612952
9939356,0.0812494499452157
9959348,0.0865996231590752
9979340,0.0861480552564232
9999332,0.0889130290149999
10019324,0.0867151905291814
10039316,0.0832254765411699
10059308,0.0797075106136893
10079300,0.0773321095836332
10099292,0.0806817127916278
10119284,0.0795134360337417
10139276,0.0809646124213364
10159268,0.0767662386509604
10179260,0.0667512376217552
10199252,0.0638373112713052
10219244,0.0735933546956153
10239236,0.0681267109463435
10259228,0.0693843520255751
10279220,0.0703564143407398
10299212,0.0638363115542166
10319204,0.0601058588132303
10340029,0.0519069609280161
10360021,0.0490664684969836
10380013,0.0472327213316976
10400005,0.0443172839127438
10419997,0.0311574677284123
10439989,0.0335647693800231
10459981,0.0289926123940239
10479973,0.0282525058284841
10499965,0.023659204901532
10519957,0.0202447395465101
10539949,0.0278425027684243
10559941,0.0249295766420644
10579933,0.0246648193834581
10599925,0.0202757813565822
10619917,0.0213489468109428
10639909,0.0227439628172587
10659901,0.0221022672728872
10679893,0.0159427116360915
10699885,0.0149199820552208
10719877,0.0154694461348388
10739869,0.0116345606627278
10759861,0.0134567908915697
10779853,0.016147711608087
10799845,0.0207225537443748
10819837,0.0157472990601606
10839829,0.00361810883018653
11039749,0.00338857136033137
11059741,0.00783464356089633
11079733,0.00879548549733298
11099725,0.00688099894602905
11119717,0.00266603699359274
11639509,0.00280718676791741
11659501,0.00878711668786913
11679493,0.0122135991190539
11699485,0.0136012322702878
11719477,0.0137019886545576
11739469,0.0129554137093251
11759461,0.0115828425833355
11779453,0.0127584389126997
11799445,0.00636992279321452
11919397,0.00385106589856308
11939389,0.00710963903907906
11959381,0.00907467168642154
11979373,0.00978494239771851
11999365,0.00929632938178434
12019357,0.00824748552449136
12039349,0.00988491602005742
12059341,0.0039905776186343
12159301,0.00179091733974777
12179293,0.00708927295018839
12199285,0.0109581254879792
12219277,0.0135024259734334
12239269,0.0145330051045925
12259261,0.0143332741824662
12279253,0.0136032048106672
12299245,0.0151783509653947
12319237,0.00558847886630948
12339229,0.00129329241768211
12359221,0.000678169071315697
12379213,0.00179609005074819
12399205,0.00337282246935897
12420030,0.00435479595831081
12440022,0.00509265741888164
12460014,0.00557925055042523
12480006,0.00581085251622004
12499998,0.00599514177852399
12519990,0.00885339894331828
12539982,0.0038706842591456
12619950,0.00182686489444543
12639942,0.00640184643742274
12659934,0.00981212493519444
12679926,0.0117289596972589
12699918,0.0124596764395554
12719910,0.0123757802145604
12739902,0.0117373974534943
12759894,0.0104418082909091
12779886,0.00919010642766345
12799878,0.00804074775072924
12819870,0.00684803618463223
12839862,0.00570598175234764
12859854,0.00482100813207338
12879846,0.00436154091795011
12899838,0.00389082765083529
12919830,0.00342716315093305
12939822,0.00352948317927501
12959814,0.00654443916147676
12979806,0.00182016833122172
13079766,0.00369566078369266
13099758,0.00714369580251562
13119750,0.00932928138285805
13139742,0.0100525156379014
13159734,0.0100526148328514
13179726,0.00983030795076352
13199718,0.0123665854567621
13219710,0.00696513582815084
13299678,0.00143758145935768
13319670,0.00506884262191272
13339662,0.00785932290775235
13359654,0.00949165599133727
13379646,0.0100683582457045
13399638,0.00986046843850259
13419630,0.00916251400383874
13439622,0.0111074892273132
13459614,0.00527694195398261
13559574,0.00338225779765993
13579566,0.00635265590364979
13599558,0.00834385145464888
13619550,0.00923861347821432
13639542,0.00929863908939167
13659534,0.0089213230916232
13679526,0.011211877080038
13699518,0.00575958727455956
13819470,0.0016916643864778
13839462,0.007345271595648
13859454,0.011082967842021
13879446,0.0129271298944821
13899438,0.0133668722900834
13919430,0.0128251855954426
13939422,0.0259525648542215
14019390,0.00212288861591429
14039382,0.0855163798483509
14059374,0.199512515638154
14079366,0.322054666669317
14099358,0.438869197971309
14119350,0.54212255674443
14139342,0.619183069839215
14159334,0.72560687224162
14179326,0.800050568165798
14199318,0.836140173246676
14219310,0.823587240152514
14239302,0.773440678456773
14259294,0.698322084832874
14279286,0.621340071311879
14299278,0.537855116440299
14319270,0.460693191177066
14339262,0.409644808316772
14359254,0.37273388743774
14379246,0.318611985102122
14399238,0.237755579083193
14419230,0.131985910533464
14439222,0.0146045212499997
15439655,-0.123932562169971
16019423,0.0796247085076613
16039415,0.187458816327692
16059407,0.213261065614434
16079399,0.199514890173421
16099391,0.171203283819159
16119383,0.135065921915384
16139375,0.0902586859771264
16159367,0.0656247997254161
16179359,0.04093532096941
16199351,0.0140498872685892
16640008,0.000919921121441269
16660000,0.00540115137246958
16679992,0.00626482177963413
16699984,0.00857545586036481
16719976,0.0142879915411654
16739968,0.0275360551396667
16759960,0.0338935190350203
16779952,0.0439918345327615
16799944,0.0473723598735304
16819936,0.0477639204773073
16839928,0.0416133051472479
16859920,0.0470249025101357
16879912,0.0498050484280456
16899904,0.0512219991600922
16919896,0.0569490532466446
16939888,0.0515492793072801
16959880,0.0504462471498591
16979872,0.0562013864602276
16999864,0.0519783704421312
17019856,0.051970042126072
17039848,0.0587986749528173
17059840,0.0597926969652627
17079832,0.058066419098801
17099824,0.0603093407812787
17119816,0.0562864773182964
17139808,0.055222607632315
17159800,0.0491259597773882
17179792,0.0426018323704362
17199784,0.0468512856847266
17219776,0.0410276216852566
17239768,0.0376415011550396
17259760,0.0300181272206786
17279752,0.0277005612072263
17299744,0.0223286218363278
17319736,0.0185024599906214
17339728,0.0216377125708553
17359720,0.0254437771255286
17379712,0.0231296676840856
17399704,0.0242370845969036
17419696,0.0248403524867064
17439688,0.019633126830816
17459680,0.0192669348987459
17479672,0.0159150508175023
17499664,0.0217234280288859
17519656,0.0209203819537921
17539648,0.0125827903651908
17559640,0.00931554509612246
17579632,0.00804918436192687
17599624,0.00345959202854886
17619616,0.00538263793333636
17639608,0.0084936305803322
17659600,0.0107403585363636
17679592,0.0110278779092037
17699584,0.0059119112089677
17719576,0.0107339623847347
17739568,0.00600096832934559
17759560,0.00553508548116453
17779552,0.00586964023358713
17799544,0.00564853388812928
17819536,0.00453834650288625
17839528,0.0061029640831526
18339328,0.00189492445104286
18359320,0.0043387902636214
18379312,0.0054854231245059
18399304,0.00616914725551356
18419296,0.0067138619142511
18439288,0.007263116639307
18459280,0.0104748573856581
18479272,0.00558810486012998
18579232,0.00143137179387751
18599224,0.00376070279697744
18619216,0.00514476904403369
18639208,0.00549763578220635
18660033,0.00518253467891131
18680025,0.00451207078266185
18700017,0.00675617943694816
18720009,0.00138107512933419
18839961,0.00205334477864199
18859953,0.00383325623921475
18879945,0.00474654345724367
18899937,0.00478550175346162
18919929,0.0043137401239249
18939921,0.00665733672411493
19019889,0.000910202926263161
19039881,0.00358234394574919
19059873,0.00562218079454638
19079865,0.00694009211652896
19099857,0.00787980386125977
19119849,0.00864579653865377
19139841,0.00880271394326955
19159833,0.0109528036368479
19179825,0.00251842600993209
19219809,9.25278852943037e-05
19239801,0.00161035677805481
19259793,0.00345642702512812
19279785,0.00499596316984603
19299777,0.00569860119796396
19319769,0.00578367178806233
19339761,0.00570685410656826
19359753,0.0056787466651625
19379745,0.00550934902178543
19399737,0.00552521776172882
19419729,0.00582043344634235
19439721,0.00615648508258469
19459713,0.00641980941336939
19479705,0.00688748135552896
19499697,0.00721493769975668
19519689,0.00755952799766918
19539681,0.00774384956499307
19559673,0.00758512341607587
19579665,0.0100573099165795
19599657,0.0047172403814505
19699617,0.00268010578552484
19719609,0.00529851685936423
19739601,0.00691383625643037
19759593,0.00777763994051203
19779585,0.00788187016955648
19799577,0.00748087328989569
19819569,0.00715839630463934
19839561,0.0069595657602914
19859553,0.0067979177624787
19879545,0.00683013363776581
19899537,0.0069027142863628
19919529,0.00682500546894144
19939521,0.00671958681712822
19959513,0.00661885112937627
19979505,0.0066076003162626
19999497,0.00662120625476156
20019489,0.00914007300033869
20039481,0.00368169017881763
20139441,0.00344790969405302
20159433,0.00648926089951865
20179425,0.00838770562696461
20199417,0.00935314258018706
20219409,0.00953774578998144
20239401,0.00933163218756509
20259393,0.0117404445055011
20279385,0.00334694821657045
20299377,0.000353294675536876
20319369,0.000484566369980624
20339361,0.002139401997486
20359353,0.00413160484315688
20379345,0.00583128368213671
20399337,0.00687122710193694
20419329,0.00735253643766763
20439321,0.00731418936719551
20459313,0.00704607639973758
20479305,0.00941517593745925
20499297,0.00428164948001267
20619249,0.00479283273816493
20639241,0.00840546509389414
20659233,0.0103477785396605
20679225,0.0110482242951665
20699217,0.0108201543272283
20719209,0.0101067396725014
20739201,0.0120857955692779
20760026,0.00630651171436074
20879978,0.00135782876972965
20899970,0.00708229078956273
20919962,0.0109402490916883
20939954,0.0127655395016246
20959946,0.0130745868632136
20979938,0.0124681140988772
20999930,0.0114232456691208
21019922,0.0238106916496637
21039914,0.0251495327144523
21059906,0.0222616644594383
21079898,0.0186091645859706
21099890,0.015811264921858
21119882,0.0142012455732469
21139874,0.0138294823840883
21159866,0.0114597191215198
21179858,0.0170245406309612
21199850,0.0245131931372935
21219842,0.0200828206721086
21239834,0.0339329285381796
21319802,0.00336760680593544
21339794,0.095750808883053
21359786,0.211857232267377
21379778,0.324662624708953
21399770,0.428784329436807
21419762,0.520995597132977
21439754,0.58530133376728
21459746,0.698261072962358
21479738,0.789255585017237
21499730,0.834924569941632
21519722,0.828958924331324
21539714,0.768382955298612
21559706,0.683006586061364
21579698,0.59251248978826
21599690,0.51713042306475
21619682,0.456552773253472
21639674,0.422248092318149
21659666,0.386996008892862
21679658,0.332207999034445
21699650,0.245451836836824
21719642,0.12902819031875
21739634,0.00215982669040495
22759226,-0.12575687174263
23679691,0.00879731014426047
23699683,0.0188183995756774
23719675,0.0285333201572137
23739667,0.033268599092602
23759659,0.0380795405011756
23779651,0.0520756174497874
23799643,0.0702994639239279
23819635,0.0819596375000954
23839627,0.0898896504570718
23859619,0.0903223877918158
23879611,0.0946659672590792
23899603,0.101744821266719
23919595,0.108373390892994
23939587,0.108181301764112
23959579,0.111357794537063
23979571,0.113713434828694
23999563,0.11082371733784
24019555,0.107773633197147
24039547,0.106371497311009
24059539,0.107751347713406
24079531,0.110559968779429
24099523,0.112037359670889
24119515,0.112457880435299
24139507,0.117080817629668
24159499,0.115284211938511
24179491,0.106549162735613
24199483,0.101469303517302
24219475,0.0978353881664884
24239467,0.0998976847883687
24259459,0.096358156608838
24279451,0.0915150489812849
24299443,0.0869354792929145
24319435,0.0835562047363401
24339427,0.0811078284019368
24359419,0.0787824491735393
24379411,0.0816249080081632
24399403,0.0787230563427396
24419395,0.0782397297631959
24439387,0.0673136493923844
24459379,0.0661213772760426
24479371,0.0664606894092381
24499363,0.0605839050444553
24519355,0.0581080064005216
24539347,0.0550408101057655
24559339,0.0460072293137844
24579331,0.0413884528435497
24599323,0.0333524290729447
24619315,0.030823687566989
24639307,0.0299185793691558
24659299,0.0243478841129031
24679291,0.019721367591186
24699283,0.026063226588749
24719275,0.022671031760312
24739267,0.0177245659660547
24759259,0.0192080621812786
24779251,0.0182018159852662
24799243,0.0259428895621169
24819235,0.0224613956773877
24839227,0.020988239498508
24859219,0.0190861664700299
24879211,0.0164760035460592
24899203,0.00939583740221077
24920028,0.00863789473911591
24940020,0.00966257786343912
24960012,0.0101721239408094
24980004,0.00920630504931557
24999996,0.00346048901199891
25019988,0.004137531548839
25039980,0.00947045639808664
25059972,0.00374681784878356
25079964,0.00151207525475337
25099956,0.0034664275306602
25619748,0.0033061438359043
25639740,0.00486235774113539
25659732,0.0052310126145337
25679724,0.00468704981102213
25699716,0.00371963065138944
25719708,0.00315564865955917
25739700,0.00583305558747803
25759692,0.00114967609704229
25879644,0.00162464621495748
25899636,0.00350916074148142
25919628,0.00447295181813769
25939620,0.00465835753207673
25959612,0.00425391746138718
25979604,0.00647786706693721
26019588,3.25560685917145e-05
26039580,0.00222247665706179
26059572,0.00324432682084095
26079564,0.00389208459949136
26099556,0.00302357811643497
26119548,0.000997591494678345
26619348,8.93872726348534e-05
26639340,0.000877164864600919
26659332,0.00435587807173518
26739300,0.00193011494795852
26759292,0.00494686832663563
26779284,0.00729289909954659
26799276,0.00911531276472486
26819268,0.00990810735134381
26839260,0.010221371268981
26859252,0.00996647142860192
26879244,0.0120494697937971
26899236,0.00320665993597317
26959212,0.000678670824914536
26979204,0.00233127005843326
27000029,0.00361667800223725
27020021,0.00441040653242539
27040013,0.00486763866276396
27060005,0.00493091444288686
27079997,0.00469331735579325
27099989,0.00725771437534335
27179957,0.00232125755023676
27199949,0.00488090212441566
27219941,0.00697198386932379
27239933,0.00830603913738874
27259925,0.00910588798587882
27279917,0.00952410009151186
27299909,0.00963363024787275
27319901,0.0117694180031
27339893,0.00321690978030285
27359885,0.0002952087710696
27379877,0.00057067154579527
27399869,0.00221800568138346
27419861,0.0041154618451028
27439853,0.00554406757152645
27459845,0.00638818464019613
27479837,0.00671732254368567
27499829,0.00674688211288361
27519821,0.00672985862885703
27539813,0.00934694102769738
27559805,0.00422670409084254
27659765,0.00394096943383941
27679757,0.00721625826039019
27699749,0.00917007763152954
27719741,0.00981834908223586
27739733,0.00959720585879544
27759725,0.0090473130569799
27779717,0.0111679752683113
27799709,0.00557310400346783
27919661,0.00490803309100264
27939653,0.00868917605784685
27959645,0.0108154933651158
27979637,0.0116653773459587
27999629,0.0114403813523201
28019621,0.0105165468872241
28039613,0.0122561305846167
28059605,0.0063276962009099
28239533,0.020404367250442
28319501,0.0229063831580904
28339493,0.0416739389706995
28359485,0.0530166692573402
28379477,0.0573201317901868
28399469,0.0591094413324167
28419461,0.0496301641187264
28439453,0.018099034140829
28459445,0.0566052236279291
28479437,0.0502737237644872
28499429,0.0253390310501584
28979237,6.97769190039176e-05
28999229,0.000122202562989791
29019221,4.24838476944281e-05
29059205,7.81450853285851e-05
29080030,0.000255285674287246
29100022,0.000517582563632364
29120014,0.000571137636504291
29140006,0.000452134970027711
29159998,0.000269653991922247
29179990,8.4192066727515e-05
29239966,5.94609978974241e-05
29259958,0.000209493344044766
29279950,0.000334162199540182
29299942,0.000306318821520617
29319934,0.000144737928188416
29339926,5.31533748950524e-05
29359918,0.000196124976842632
29379910,0.000360197901873849
29399902,0.00039303435842795
29419894,0.000399301780307634
29439886,0.000278784051989663
29459878,0.000174777669476379
29599822,7.09469617313747e-06
29619814,5.48280394820073e-05
29639806,0.000192814780821328
29659798,0.000223958517222939
29679790,0.000389355071170915
29699782,0.000437199542073787
29719774,0.000269084535255889
29739766,6.40894851477926e-05
29959678,0.000193266863145274
29979670,0.000359593514095889
29999662,0.00034322205825236
30019654,0.000121108282095802
30199582,6.94277408679029e-06
30219574,8.56192459060759e-05
30239566,0.000274149658818775
30259558,0.000382112844539111
30279550,0.000337985193740501
30299542,0.000434313725303829
30319534,0.000376545618146241
30339526,0.000269862945124415
30359518,8.81602640777366e-05
30559438,6.60764305725882e-06
30579430,0.000139455782312955
30599422,0.000279436774709926
30619414,0.000380642256902793
30639406,0.000238495398159286
30659398,3.6714685874358e-05
