Time_us,accel_x,accel_y
1019592,-0.217388604254114,1.93683638606572
1039584,-0.329626041893274,1.71976913822832
1059576,-0.421849611943491,1.39359418651994
1079568,-0.462388703786016,1.13119481845907
1099560,-0.488951244974622,0.924935422240749
1119552,-0.508059698299225,0.769099952573206
1139544,-0.522484136655864,0.648302873877519
1159536,-0.53355385087489,0.552805034201153
1179528,-0.542783305507039,0.469984980793807
1199520,-0.604586532885725,0.444413327954801
1219512,-0.622953386187681,0.0269849106560705
1239504,-0.628931174146306,-0.128586888900892
1259496,-0.619566421156732,-0.195470915197526
1279488,-0.617007263100919,-0.227797409977842
1299480,-0.612654660814778,-0.246338290226195
1319472,-0.607757207478757,-0.258125801839994
1339464,-0.602120142472659,-0.266289584382268
1359456,-0.595762992580177,-0.272526063890282
1379448,-0.588520015587938,-0.271630408087093
1399440,-0.581507606373268,-0.272029591675758
1419432,-0.573266810450697,-0.26240577129135
1439424,-0.564544983774012,-0.257156158227492
1459416,-0.55585373296623,-0.249193011471676
1479408,-0.546815413570186,-0.244728910886803
1499400,-0.537169834247846,-0.237195258965226
1519392,-0.527289278636315,-0.232726593987898
1539384,-0.517037323925349,-0.229249947164457
1559376,-0.506917925195288,-0.221814744562695
1579368,-0.49602717170414,-0.212049782195564
1599360,-0.484986496354913,-0.205431749114057
1619352,-0.473700519608771,-0.200799095726314
1639344,-0.462392959604473,-0.192265416138269
1659336,-0.450586693903407,-0.190968206100127
1679328,-0.438903084332777,-0.184084774779291
1699320,-0.426620746245236,-0.179677889037557
1719312,-0.413632089998499,-0.17093222359526
1739304,-0.400484712134059,-0.16449142083278
1759296,-0.387241433157626,-0.159626865380433
1779288,-0.374171954740029,-0.155543886131723
1799280,-0.360394541126209,-0.151396886733465
1819272,-0.347114013327804,-0.147757385700187
1839264,-0.333461550339316,-0.144260200603478
1859256,-0.319865813223962,-0.136181541812328
1879248,-0.305693121787243,-0.130349582139608
1899240,-0.291496632953787,-0.125892060171592
1919232,-0.277495528162159,-0.125696413974519
1939224,-0.263423463272385,-0.119938876811179
1959216,-0.249007156375967,-0.114849024784388
1979208,-0.23463081215655,-0.110136832234786
2000033,-0.218744194526569,-0.101459146052839
2020025,-0.204039600875688,-0.0950519219137562
2040017,-0.189382976670155,-0.0902305870277792
2060009,-0.174739979075195,-0.086275108971649
2080001,-0.159842730829959,-0.0826186332746224
2099993,-0.145126998455723,-0.0801624375690804
2119985,-0.130280981849401,-0.0742174315799217
2139977,-0.115577948707082,-0.0702228862001377
2159969,-0.100558280416443,-0.0677266405123007
2179961,-0.0854470685742281,-0.0663792350125549
2199953,-0.0721736150576283,-0.0657297398329215
2219945,-0.0573694940234003,-0.0679112609262455
2239937,-0.0428498041708262,-0.0687550458749795
2259929,-0.0283771997497927,-0.0681103300412813
2279921,-0.0143067929710539,-0.0667860676531697
2299913,0.000213111378297137,-0.0649671603564362
2319905,0.0144959629164231,-0.0623976383055663
2339897,0.0287545231968443,-0.0593987390596364
2359889,0.0424701589364054,-0.0561964608283593
2379881,0.0563596126838589,-0.0525254384967423
2399873,0.0701638717340444,-0.0487908946202823
2419865,0.0840142208871469,-0.0423775910630554
2439857,0.0978630995409186,-0.0366347083910349
2459849,0.111513029358679,-0.0332184508558779
2479841,0.125024276222294,-0.0304297131384695
2499833,0.139105645618934,-0.0282357929626899
2519825,0.153151662657054,-0.0270396125160594
2539817,0.16706081182681,-0.0259713497093286
2559809,0.180612285240049,-0.024593184176482
2579801,0.193655082493551,-0.0241000408278603
2599793,0.20620208853126,-0.024277314404875
2619785,0.218224515020473,-0.0221211507284379
2639777,0.229985111415884,-0.020591093828947
2659769,0.241267055456984,-0.0195602503636267
2679761,0.25187073888992,-0.0170862148977913
2699753,0.261659923282426,-0.0134224026655465
2719745,0.270717177336439,-0.0104477687103265
2739737,0.278920020340857,-0.00858141526536816
2759729,0.286805092746116,-0.00592222398773978
2779721,0.293929641427888,-0.00129907398649169
2799713,0.300207270262078,0.00426840881094636
2819705,0.305660965790636,0.00820570634948586
2839697,0.310318367667319,0.0126722705903523
2859689,0.314483349882219,0.0188147690460271
2879681,0.31820630335406,0.0234075382406685
2899673,0.322372065077485,0.0266721183244139
2919665,0.325446481879574,0.0306579757123958
2939657,0.328240929340076,0.0360893320458805
2959649,0.330178379205764,0.0402544281165986
2979641,0.331589271808762,0.0431702057515892
2999633,0.332664406502558,0.045837532260961
3019625,0.333080837516136,0.0478994673482442
3039617,0.333114674892578,0.0493273282816317
3059609,0.33236470576635,0.0502861657017407
3079601,0.331138818974238,0.0509749720370974
3099593,0.330834031756226,0.0515609482227379
3119585,0.330436442230195,0.0523972242905941
3139577,0.326993764272813,0.0517332678944199
3159569,0.325538489844831,0.0521146624073998
3179561,0.323567890181162,0.0523730518304572
3199553,0.321054759438661,0.0524999238850457
3219545,0.318613291350451,0.05256699541517
3239537,0.315458982954461,0.0526052275336983
3259529,0.312403724312381,0.0527891841666868
3279521,0.308697678448031,0.0530086061080042
3299513,0.305405686318321,0.0540387541599226
3319505,0.301723970327293,0.0548142466341455
3339497,0.299955711147281,0.0563915872400535
3359489,0.295606016399373,0.0572549520538086
3379481,0.291166388427112,0.0580416074778932
3399473,0.286819818692787,0.0585470879710865
3419465,0.281915526914011,0.0590627289627075
3439457,0.277236012790188,0.0592687820932099
3459449,0.271906833924251,0.0594332649180711
3479441,0.267121847679695,0.0596295164030998
3499433,0.262932847708567,0.0601478609802809
3519425,0.258257761531522,0.0607556740055305
3539417,0.253669422066936,0.0614241085065659
3559409,0.248770943135763,0.0620466000537066
3579401,0.243835584213225,0.0626029546458363
3599393,0.238995564453227,0.0631015792815977
3619385,0.23403998258746,0.063488740125863
3639377,0.228851337385227,0.0641423135165672
3659369,0.223808816970576,0.0646702529797316
3679361,0.218475925413112,0.0653927071839101
3699353,0.213214615494832,0.0665212022996253
3719345,0.208170018952552,0.0674732712781047
3739337,0.203099125054704,0.0683434457370355
3759329,0.198232683898994,0.0688650763093719
3779321,0.193418258863908,0.0690787755175964
3799313,0.188225067405043,0.0694622261505672
3819305,0.183087846075453,0.0702954017396988
3839297,0.177909802883531,0.0709830387013039
3859289,0.172899055883539,0.0711550864470976
3879281,0.167783221970414,0.0712247200162216
3899273,0.163115869557631,0.0723373539040967
3919265,0.158269218056631,0.0731202116186907
3939257,0.153206020596689,0.0739054300939592
3959249,0.148659971471582,0.0747005850181747
3979241,0.14394054619472,0.0755959702784695
3999233,0.139436673597381,0.076514556541029
4019225,0.135137644011431,0.0768572349249968
4039217,0.130892792218327,0.0772026361669449
4059209,0.126668523820894,0.0779777103190611
4079201,0.12243361125633,0.0786060326998204
4100026,0.117261838520566,0.0798316866908383
4120018,0.112960184702505,0.0805323524282663
4140010,0.109287244939237,0.0815258389031091
4160002,0.105138361043729,0.0820593641325024
4179994,0.101343043209523,0.0826732557263654
4199986,0.0974071453693711,0.0832786435855978
4219978,0.0935963844526296,0.0838607659160285
4239970,0.0897731187307553,0.0844085581552728
4259962,0.0859096510791891,0.0847101375959074
4279954,0.0822704626888148,0.0852284094986294
4299946,0.0796668162190266,0.0854696791384882
4319938,0.0765791327524766,0.0864271109077375
4339930,0.0731278573228979,0.0871343702049066
4359922,0.0697953852482728,0.0880129753742079
4379914,0.0663040278708346,0.08901129237074
4399906,0.0633147035728896,0.0897337298819996
4419898,0.0600198807226818,0.0904475211014939
4439890,0.0576149321472811,0.0909721196530664
4459882,0.0554485316692401,0.0914051733579114
4479874,0.0530370510461081,0.0916394943270539
4499866,0.0506042630107768,0.0926543199547661
4519858,0.0485542105078835,0.0935413809885894
4539850,0.046072173092958,0.0937364122471899
4559842,0.0439741583164984,0.0943627621431064
4579834,0.0418453918038714,0.0944479311220016
4599826,0.0395710468898709,0.0948879232134277
4619818,0.0379814321531231,0.0951170196880981
4639810,0.0354703165928928,0.0948642979511627
4659802,0.0328191938806573,0.0931892585261229
4679794,0.0308755360494275,0.0898025438961909
4699786,0.0280780557723355,0.0860138665742044
4719778,0.0249694226827507,0.0814383136189911
4739770,0.022729972914871,0.0782931149188686
4759762,0.0204755161329839,0.075857139647873
4779754,0.0186106264421901,0.0739945787112007
4799746,0.0168451521089375,0.0723453453063321
4819738,0.014929834644474,0.0696001752292973
4839730,0.0133659487057704,0.0665638754470001
4859722,0.0123625070718241,0.0640944963967784
4879714,0.0110387321368019,0.0627396641900352
4899706,0.00974048906531783,0.0616365065983698
4919698,0.00875704287725769,0.0608703366124518
4939690,0.00756164480985065,0.0587739182525201
4959682,0.00630019665888376,0.0554360025239267
4979674,0.00512925420922206,0.0515942469148194
4999666,0.00421585970717194,0.0470746130109977
5019658,0.00331218482795164,0.0437406842719353
5039650,0.00268453947444311,0.0413448990994999
5059642,0.00206074107494925,0.0399577114005777
5079634,0.00140269304805383,0.038675299212877
5099626,0.000610473397792134,0.0384464178118979
5119618,-0.000413077260648398,0.0386706850617613
5139610,-0.00105959258388355,0.0389857395783933
5159602,-0.0015366642202507,0.0393512968350327
5179594,-0.00232928915662337,0.0399951763867571
5199586,-0.0032095600226202,0.0406297848775772
5219578,-0.00255876220723835,0.0410120611328943
5239570,-0.00331021667877221,0.0415842223449637
